CINC	CREN	CMAL	CSCH	JG5-1
		Mal24_g2918	g8900	
		Mal24_g2921	g8903	
		Mal24_g2922	g8905	
		Mal24_g2923	g8906	
		Mal24_g2924	g8907	
		Mal24_g2925	g8908	
		Mal24_g2927	g8910	
		Mal24_g2929	g8913	
		Mal24_g2930	g8914	
		Mal24_g2932	g8916	
		Mal24_g2933	g8917	
		Mal24_g2935	g8919	
		Mal24_g2936	g8920	
		Mal24_g2937	g8921	
		Mal24_g2939	g8923	
		Mal24_g2946	g8926	
		Mal24_g2947	g8927	
		Mal24_g2948	g8928	
		Mal24_g2950	g13195	
		Mal24_g2952	g13193	
		Mal24_g2953	g13192	
		Mal24_g2955	g13190	
		Mal24_g2956	g13189	
		Mal24_g2957	g13188	
		Mal24_g2958	g13187	
		Mal24_g2959	g13186	
		Mal24_g2963	g13183	
		Mal24_g2965	g13181	
		Mal24_g2966	g13180	
		Mal24_g2967	g13179	
		Mal24_g2968	g13178	
		Mal24_g2970	g13176	
		Mal24_g2971	g13175	
		Mal24_g2979	g13166	
		Mal24_g2984	g13161	
		Mal24_g2986	g13160	
		Mal24_g2990	g13163	
		Mal24_g2994	g13153	
		Mal24_g3001	g13149	
		Mal24_g3002	g13148	
		Mal24_g3003	g13147	
		Mal24_g3006	g13145	
		Mal24_g3007	g13144	
		Mal24_g3008	g13143	
		Mal24_g3011	g13139	
		Mal24_g3013	g13137	
		Mal24_g3015	g13136	
		Mal24_g3016	g13135	
		Mal24_g3021	g13122	
		Mal24_g3022	g13121	
		Mal24_g3024	g13119	
		Mal24_g3026	g13118	
		Mal24_g3028	g13113	
		Mal24_g3029	g13112	
		Mal24_g3030	g13111	
		Mal24_g3036	g13106	
		Mal24_g3037	g13105	
		Mal24_g3040	g13102	
		Mal24_g3042	g13100	
		Mal24_g3044	g13098	
		Mal24_g3045	g13097	
		Mal24_g3046	g13096	
		Mal24_g3051	g13090	
		Mal24_g3055	g13087	
		Mal24_g3059	g13080	
		Mal24_g3061	g13079	
		Mal24_g3065	g13075	
		Mal24_g3066	g13074	
		Mal24_g3067	g13073	
		Mal24_g3073	g13069	
		Mal24_g3074	g13068	
		Mal24_g3075	g13067	
		Mal24_g3076	g13066	
		Mal24_g3078	g13054	
		Mal24_g3079	g13058	
		Mal24_g3080	g13057	
		Mal24_g3081	g13056	
		Mal24_g3082	g13055	
		Mal24_g3084	g13051	
		Mal24_g3085	g13050	
		Mal24_g3086	g13049	
		Mal24_g3087	g13048	
		Mal24_g3088	g13047	
		Mal24_g3096	g13045	
		Mal24_g3097	g13044	
		Mal24_g3103	g13043	
		Mal24_g3104	g13042	
		Mal24_g3105	g13041	
		Mal24_g3106	g13040	
		Mal24_g3111	g10718	
		Mal24_g3114	g13038	
		Mal24_g3117	g13035	
		Mal24_g3118	g13034	
		Mal24_g3119	g13033	
		Mal24_g3122	g13030	
		Mal24_g3123	g13029	
		Mal24_g3125	g13027	
		Mal24_g3126	g13026	
		Mal24_g3127	g1557	
		Mal24_g3129	g1558	
		Mal24_g3130	g1559	
		Mal24_g3131	g1560	
		Mal24_g3134	g1562	
		Mal24_g3138	g1570	
		Mal24_g3140	g1572	
		Mal24_g3141	g1574	
		Mal24_g3142	g1575	
		Mal24_g3143	g1576	
		Mal24_g3144	g1578	
		Mal24_g3146	g1579	
		Mal24_g3149	g1583	
		Mal24_g3150	g1584	
		Mal24_g3153	g1590	
		Mal24_g3157	g1593	
		Mal24_g3158	g1594	
		Mal24_g3159	g1595	
		Mal24_g3160	g1596	
		Mal24_g3165	g904	
		Mal24_g3174	g11865	
		Mal24_g3175	g11866	
		Mal24_g3177	g1603	
		Mal24_g3178	g1604	
		Mal24_g3179	g1608	
		Mal24_g3180	g1609	
		Mal24_g3184	g1612	
		Mal24_g3185	g1613	
		Mal24_g3186	g1614	
		Mal24_g3187	g1615	
		Mal24_g3188	g1618	
		Mal24_g3189	g1619	
		Mal24_g3191	g1621	
		Mal24_g3192	g1622	
		Mal24_g3193	g1623	
		Mal24_g3195	g1625	
		Mal24_g3196	g1626	
		Mal24_g3199	g1627	
		Mal24_g3201	g1632	
		Mal24_g3206	g1635	
		Mal24_g3207	g1636	
		Mal24_g3209	g1637	
		Mal24_g3210	g1638	
		Mal24_g3212	g1640	
		Mal24_g3216	g1644	
		Mal24_g3218	g1647	
		Mal24_g3219	g1648	
		Mal24_g3220	g1649	
		Mal24_g3222	g1651	
		Mal24_g3223	g1652	
		Mal24_g3226	g1653	
		Mal24_g3227	g1654	
		Mal24_g3228	g1656	
		Mal24_g3230	g8441	
		Mal24_g3231	g8444	
		Mal24_g3232	g8447	
		Mal24_g3233	g8450	
		Mal24_g3238	g8452	
		Mal24_g3239	g8453	
		Mal24_g3245	g8461	
		Mal24_g3255	g8474	
		Mal24_g3257	g8480	
		Mal24_g3258	g8481	
		Mal24_g3259	g8482	
		Mal24_g3260	g8484	
		Mal24_g3263	g8486	
		Mal24_g3264	g8487	
		Mal24_g3270	g8492	
		Mal24_g3277	g8497	
		Mal24_g3278	g8498	
		Mal24_g3279	g8499	
		Mal24_g3281	g8501	
		Mal24_g3285	g8505	
		Mal24_g3286	g8506	
		Mal24_g3287	g8507	
		Mal24_g3292	g8508	
		Mal24_g3293	g8509	
		Mal24_g3294	g8510	
		Mal24_g3299	g8512	
		Mal24_g3301	g8514	
		Mal24_g3302	g8515	
		Mal24_g3308	g8532	
		Mal24_g3310	g8534	
		Mal24_g3312	g8536	
		Mal24_g3317	g8540	
		Mal24_g3320	g8544	
		Mal24_g3321	g8545	
		Mal24_g3323	g8547	
		Mal24_g3326	g8549	
		Mal24_g3327	g8550	
		Mal24_g3329	g8552	
		Mal24_g3332	g8554	
		Mal24_g3333	g8555	
		Mal24_g3335	g8557	
		Mal24_g3336	g8558	
		Mal24_g3339	g8560	
		Mal24_g3340	g8561	
		Mal24_g3342	g8565	
		Mal24_g3343	g8566	
		Mal24_g3345	g8568	
		Mal24_g3347	g8570	
		Mal24_g3348	g8571	
		Mal24_g3349	g8572	
		Mal24_g3350	g8573	
		Mal24_g3351	g8574	
		Mal24_g3353	g8575	
		Mal24_g3354	g8576	
		Mal24_g3355	g8578	
		Mal24_g3356	g8579	
		Mal24_g3357	g8580	
		Mal24_g3360	g8582	
		Mal24_g3361	g8583	
		Mal24_g3362	g8584	
		Mal24_g3367	g8588	
		Mal24_g3368	g1949	
		Mal24_g3369	g1948	
		Mal24_g3371	g1946	
		Mal24_g3372	g1945	
		Mal24_g3379	g1943	
		Mal24_g3381	g1941	
		Mal24_g3383	g1939	
		Mal24_g3384	g1938	
		Mal24_g3389	g1935	
		Mal24_g3400	g1933	
		Mal24_g3401	g1932	
		Mal24_g3404	g1930	
		Mal24_g3405	g1929	
		Mal24_g3406	g1928	
		Mal24_g3407	g1927	
		Mal24_g3408	g1926	
		Mal24_g3416	g1910	
		Mal24_g3418	g1911	
		Mal24_g3419	g1912	
		Mal24_g3420	g1913	
		Mal24_g3423	g1916	
		Mal24_g3424	g1917	
		Mal24_g3427	g1919	
		Mal24_g3433	g1904	
		Mal24_g3435	g1906	
		Mal24_g3436	g1907	
		Mal24_g3446	g1898	
		Mal24_g3447	g1897	
		Mal24_g3448	g1896	
		Mal24_g3451	g1891	
		Mal24_g3452	g1890	
		Mal24_g3455	g1888	
		Mal24_g3456	g1887	
		Mal24_g3457	g1886	
		Mal24_g3461	g1883	
		Mal24_g3462	g1882	
		Mal24_g3464	g1880	
		Mal24_g3465	g1879	
		Mal24_g3473	g1872	
		Mal24_g3474	g1871	
		Mal24_g3475	g1865	
		Mal24_g3476	g1864	
		Mal24_g3478	g1862	
		Mal24_g3479	g1861	
		Mal24_g3480	g1860	
		Mal24_g3481	g1859	
		Mal24_g3482	g1858	
		Mal24_g3483	g1857	
		Mal24_g3486	g1854	
		Mal24_g3487	g1853	
		Mal24_g3491	g1829	
		Mal24_g3496	g10563	
		Mal24_g3499	g10561	
		Mal24_g3500	g10560	
		Mal24_g3501	g10559	
		Mal24_g3502	g10558	
		Mal24_g3503	g10557	
		Mal24_g3504	g10556	
		Mal24_g3505	g10555	
		Mal24_g3507	g10553	
		Mal24_g3509	g10551	
		Mal24_g3510	g10550	
		Mal24_g3512	g10549	
		Mal24_g3513	g10548	
		Mal24_g3517	g10545	
		Mal24_g3523	g10541	
		Mal24_g3524	g10540	
		Mal24_g3528	g10539	
		Mal24_g3531	g10538	
		Mal24_g3532	g10537	
		Mal24_g3538	g10533	
		Mal24_g3543	g10527	
		Mal24_g3544	g10526	
		Mal24_g3548	g10524	
		Mal24_g3550	g10519	
		Mal24_g3552	g10518	
		Mal24_g3553	g10517	
		Mal24_g3555	g10516	
		Mal24_g3557	g10515	
		Mal24_g3559	g10513	
		Mal24_g3560	g10512	
		Mal24_g3561	g10511	
		Mal24_g3563	g10509	
		Mal24_g3564	g10508	
		Mal24_g3565	g10507	
		Mal24_g3568	g10504	
		Mal24_g3569	g10503	
		Mal24_g3570	g10502	
		Mal24_g3577	g10494	
		Mal24_g3580	g10491	
		Mal24_g3581	g10490	
		Mal24_g3590	g10488	
		Mal24_g3591	g10487	
		Mal24_g3598	g10316	
		Mal24_g3601	g10482	
		Mal24_g3602	g10481	
		Mal24_g3603	g10480	
		Mal24_g3604	g10479	
		Mal24_g3605	g10478	
		Mal24_g3609	g10476	
		Mal24_g3612	g10474	
		Mal24_g3613	g10473	
		Mal24_g3614	g10472	
		Mal24_g3616	g10469	
		Mal24_g3617	g10467	
		Mal24_g3618	g10466	
		Mal24_g3622	g10461	
		Mal24_g3631	g10458	
		Mal24_g3632	g10457	
		Mal24_g3633	g10456	
		Mal24_g3635	g10455	
		Mal24_g3640	g10451	
		Mal24_g3641	g10450	
		Mal24_g3642	g10449	
		Mal24_g3643	g10448	
		Mal24_g3645	g10446	
		Mal24_g3647	g10444	
		Mal24_g3648	g10443	
		Mal24_g3649	g10442	
		Mal24_g3653	g10438	
		Mal24_g3655	g10435	
		Mal24_g3656	g10434	
		Mal24_g3657	g10433	
		Mal24_g3658	g10432	
		Mal24_g3660	g10430	
		Mal24_g3662	g10429	
		Mal24_g3664	g2255	
		Mal24_g3665	g2256	
		Mal24_g3666	g2259	
		Mal24_g3667	g2260	
		Mal24_g3670	g2264	
		Mal24_g3676	g2268	
		Mal24_g3677	g2269	
		Mal24_g3679	g2270	
		Mal24_g3680	g2271	
		Mal24_g3681	g2272	
		Mal24_g3687	g13215	
		Mal24_g3688	g13214	
		Mal24_g3689	g13213	
		Mal24_g3690	g13212	
		Mal24_g3691	g13211	
		Mal24_g3692	g13210	
		Mal24_g3693	g13209	
		Mal24_g3695	g13205	
		Mal24_g3696	g13204	
		Mal24_g3700	g11930	
		Mal24_g3704	g11927	
		Mal24_g3708	g2320	
		Mal24_g3709	g2319	
		Mal24_g3710	g2317	
		Mal24_g3714	g2311	
		Mal24_g3716	g2309	
		Mal24_g3717	g2308	
		Mal24_g3719	g2304	
		Mal24_g3720	g2303	
		Mal24_g3721	g2302	
		Mal24_g3722	g2301	
		Mal24_g3723	g2300	
		Mal24_g3724	g2299	
		Mal24_g3728	g2295	
		Mal24_g3730	g2293	
		Mal24_g3733	g2289	
		Mal24_g3734	g2288	
		Mal24_g3736	g2286	
		Mal24_g3738	g2284	
		Mal24_g3740	g2282	
		Mal24_g3741	g2281	
		Mal24_g3743	g2278	
		Mal24_g3744	g4732	
		Mal24_g3747	g2274	
		Mal24_g3750	g13223	
		Mal24_g3752	g13222	
		Mal24_g3758	g13224	
		Mal24_g3759	g13225	
		Mal24_g3763	g13228	
		Mal24_g3764	g13229	
		Mal24_g3766	g13230	
		Mal24_g3767	g13231	
		Mal24_g3770	g13233	
		Mal24_g3771	g13234	
		Mal24_g3772	g13235	
		Mal24_g3776	g13239	
		Mal24_g3782	g13247	
		Mal24_g3787	g13251	
		Mal24_g3799	g13259	
		Mal24_g3800	g13260	
		Mal24_g3802	g13262	
		Mal24_g3803	g13263	
		Mal24_g3804	g13264	
		Mal24_g3806	g13265	
		Mal24_g3807	g13266	
		Mal24_g3808	g13267	
		Mal24_g3810	g13269	
		Mal24_g3812	g13271	
		Mal24_g3814	g13273	
		Mal24_g3815	g13274	
		Mal24_g3816	g13275	
		Mal24_g3818	g1048	
		Mal24_g3819	g1049	
		Mal24_g3821	g1051	
		Mal24_g3822	g1052	
		Mal24_g3823	g1053	
		Mal24_g3824	g1054	
		Mal24_g3828	g1058	
		Mal24_g3829	g1059	
		Mal24_g3830	g1060	
		Mal24_g3831	g1061	
		Mal24_g3832	g1062	
		Mal24_g3833	g1063	
		Mal24_g3834	g1064	
		Mal24_g3835	g1065	
		Mal24_g3839	g1067	
		Mal24_g3840	g1068	
		Mal24_g3843	g1071	
		Mal24_g3844	g1072	
		Mal24_g3848	g1073	
		Mal24_g3849	g1074	
		Mal24_g3850	g1075	
		Mal24_g3851	g1076	
		Mal24_g3852	g1077	
		Mal24_g3853	g1078	
		Mal24_g3854	g1079	
		Mal24_g3855	g1080	
		Mal24_g3857	g1082	
		Mal24_g3859	g1084	
		Mal24_g3860	g1085	
		Mal24_g3862	g1087	
		Mal24_g3863	g1089	
		Mal24_g3866	g1093	
		Mal24_g3867	g1094	
		Mal24_g3868	g1095	
		Mal24_g3869	g1096	
		Mal24_g3870	g1097	
		Mal24_g3874	g1101	
		Mal24_g3886	g1103	
		Mal24_g3887	g1104	
		Mal24_g3889	g1107	
		Mal24_g3890	g1108	
		Mal24_g3891	g1109	
		Mal24_g3892	g1110	
		Mal24_g3894	g1112	
		Mal24_g3897	g1114	
		Mal24_g3898	g1115	
		Mal24_g3899	g1116	
		Mal24_g3900	g1118	
		Mal24_g3901	g1119	
		Mal24_g3903	g1120	
		Mal24_g3904	g1121	
		Mal24_g3905	g1122	
		Mal24_g3906	g1123	
		Mal24_g3907	g1124	
		Mal24_g3908	g1125	
		Mal24_g3910	g1127	
		Mal24_g3913	g1129	
		Mal24_g3914	g3916	
		Mal24_g3916	g3918	
		Mal24_g3919	g3919	
		Mal24_g3920	g3920	
		Mal24_g3921	g3921	
		Mal24_g3923	g3922	
		Mal24_g3924	g3923	
		Mal24_g3925	g3924	
		Mal24_g3930	g3928	
		Mal24_g3931	g3929	
		Mal24_g3933	g3931	
		Mal24_g3934	g3932	
		Mal24_g3935	g3933	
		Mal24_g3936	g3934	
		Mal24_g3937	g3935	
		Mal24_g3938	g3936	
		Mal24_g3940	g3938	
		Mal24_g3945	g3939	
		Mal24_g3946	g3940	
		Mal24_g3947	g3941	
		Mal24_g3949	g3945	
		Mal24_g3951	g3946	
		Mal24_g3952	g3947	
		Mal24_g3953	g3948	
		Mal24_g3955	g3950	
		Mal24_g3958	g3956	
		Mal24_g3959	g3957	
		Mal24_g3960	g3958	
		Mal24_g3961	g3959	
		Mal24_g3962	g3960	
		Mal24_g3965	g3961	
		Mal24_g3968	g3965	
		Mal24_g3970	g3967	
		Mal24_g3971	g3968	
		Mal24_g3972	g3970	
		Mal24_g3975	g3973	
		Mal24_g3978	g3978	
		Mal24_g3979	g3979	
		Mal24_g3980	g3980	
		Mal24_g3982	g3982	
		Mal24_g3985	g3983	
		Mal24_g3986	g3984	
		Mal24_g3988	g3985	
		Mal24_g3991	g3988	
		Mal24_g3992	g3989	
		Mal24_g3994	g3991	
		Mal24_g3995	g3992	
		Mal24_g3996	g3993	
		Mal24_g3997	g3994	
		Mal24_g3998	g3995	
		Mal24_g3999	g3996	
		Mal24_g4000	g3997	
		Mal24_g4006	g3999	
		Mal24_g4007	g4000	
		Mal24_g4008	g4001	
		Mal24_g4009	g4002	
		Mal24_g4010	g4003	
		Mal24_g4012	g4004	
		Mal24_g4015	g4010	
		Mal24_g4017	g4005	
		Mal24_g4018	g4011	
		Mal24_g4020	g4007	
		Mal24_g4022	g4013	
		Mal24_g4023	g4014	
		Mal24_g4024	g4015	
		Mal24_g4027	g4016	
		Mal24_g4028	g4017	
		Mal24_g4031	g4020	
		Mal24_g4033	g4021	
		Mal24_g4034	g4022	
		Mal24_g4036	g4023	
		Mal24_g4038	g4025	
		Mal24_g4039	g4026	
		Mal24_g4040	g4027	
		Mal24_g4044	g4031	
		Mal24_g4045	g4032	
		Mal24_g4048	g4035	
		Mal24_g4049	g4036	
		Mal24_g4050	g4037	
		Mal24_g4051	g4038	
		Mal24_g4053	g4040	
		Mal24_g4057	g4041	
		Mal24_g4059	g4045	
		Mal24_g4060	g4046	
		Mal24_g4061	g4047	
		Mal24_g4063	g4049	
		Mal24_g4066	g4053	
		Mal24_g4069	g4056	
		Mal24_g4071	g4058	
		Mal24_g4074	g4060	
		Mal24_g4075	g4061	
		Mal24_g4076	g4062	
		Mal24_g4080	g4064	
		Mal24_g4081	g4065	
		Mal24_g4083	g4067	
		Mal24_g4084	g4068	
		Mal24_g4085	g4069	
		Mal24_g4088	g4072	
		Mal24_g4089	g4073	
		Mal24_g4091	g4075	
		Mal24_g4092	g4076	
		Mal24_g4093	g4077	
		Mal24_g4095	g4079	
		Mal24_g4096	g4080	
		Mal24_g4097	g4081	
		Mal24_g4098	g4082	
		Mal24_g4099	g4083	
		Mal24_g4100	g4084	
		Mal24_g4101	g4085	
		Mal24_g4102	g4086	
		Mal24_g4104	g4088	
		Mal24_g4108	g4092	
		Mal24_g4109	g4093	
		Mal24_g4110	g4094	
		Mal24_g4111	g4095	
		Mal24_g4112	g4096	
		Mal24_g4113	g4097	
		Mal24_g4115	g4099	
		Mal24_g4116	g4100	
		Mal24_g4118	g4102	
		Mal24_g4119	g4103	
		Mal24_g4120	g4104	
		Mal24_g4121	g4105	
		Mal24_g4122	g4106	
		Mal24_g4123	g4107	
		Mal24_g4124	g4108	
		Mal24_g4125	g4109	
		Mal24_g4126	g4110	
		Mal24_g4127	g4111	
		Mal24_g4128	g4112	
		Mal24_g4133	g4113	
		Mal24_g4134	g4114	
		Mal24_g4135	g4116	
		Mal24_g4136	g4117	
		Mal24_g4137	g4118	
		Mal24_g4138	g4119	
		Mal24_g4139	g4120	
		Mal24_g4140	g4121	
		Mal24_g4141	g4122	
		Mal24_g4142	g4123	
		Mal24_g4146	g4125	
		Mal24_g4147	g4126	
		Mal24_g4148	g4127	
		Mal24_g4150	g4129	
		Mal24_g4152	g4132	
		Mal24_g4153	g4133	
		Mal24_g4155	g4134	
		Mal24_g4158	g4136	
		Mal24_g4161	g4139	
		Mal24_g4165	g4145	
		Mal24_g4167	g4147	
		Mal24_g4168	g4148	
		Mal24_g4169	g4149	
		Mal24_g4170	g4150	
		Mal24_g4171	g4151	
		Mal24_g4172	g4152	
		Mal24_g4173	g4153	
		Mal24_g4174	g4154	
		Mal24_g4175	g4155	
		Mal24_g4177	g4157	
		Mal24_g4181	g4162	
		Mal24_g4183	g4164	
		Mal24_g4184	g4166	
		Mal24_g4185	g4167	
		Mal24_g4186	g4168	
		Mal24_g4189	g4171	
		Mal24_g4190	g4173	
		Mal24_g4191	g4174	
		Mal24_g4192	g4175	
		Mal24_g4193	g4176	
		Mal24_g4196	g4180	
		Mal24_g4198	g4181	
		Mal24_g4199	g4182	
		Mal24_g4200	g6091	
		Mal24_g4205	g6093	
		Mal24_g4206	g6094	
		Mal24_g4207	g6095	
		Mal24_g4213	g6099	
		Mal24_g4214	g6100	
		Mal24_g4216	g6102	
		Mal24_g4217	g6103	
		Mal24_g4218	g6104	
		Mal24_g4219	g6105	
		Mal24_g4220	g6106	
		Mal24_g4221	g6107	
		Mal24_g4223	g6109	
		Mal24_g4224	g6110	
		Mal24_g4225	g6111	
		Mal24_g4226	g6112	
		Mal24_g4227	g6113	
		Mal24_g4228	g6114	
		Mal24_g4229	g6115	
		Mal24_g4231	g6117	
		Mal24_g4232	g6118	
		Mal24_g4233	g6119	
		Mal24_g4234	g6120	
		Mal24_g4235	g6121	
		Mal24_g4237	g6123	
		Mal24_g4240	g6124	
		Mal24_g4243	g6128	
		Mal24_g4244	g6129	
		Mal24_g4246	g6131	
		Mal24_g4247	g6132	
		Mal24_g4251	g6135	
		Mal24_g4252	g6136	
		Mal24_g4253	g6137	
		Mal24_g4254	g6138	
		Mal24_g4255	g6139	
		Mal24_g4256	g6140	
		Mal24_g4257	g6142	
		Mal24_g4258	g6143	
		Mal24_g4259	g6145	
		Mal24_g4260	g6146	
		Mal24_g4261	g6147	
		Mal24_g4262	g6148	
		Mal24_g4263	g6149	
		Mal24_g4264	g6150	
		Mal24_g4266	g6151	
		Mal24_g4269	g6154	
		Mal24_g4270	g3254	
		Mal24_g4271	g6155	
		Mal24_g4272	g6156	
		Mal24_g4273	g6157	
		Mal24_g4274	g6158	
		Mal24_g4276	g6159	
		Mal24_g4278	g6161	
		Mal24_g4279	g6162	
		Mal24_g4280	g6163	
		Mal24_g4281	g6164	
		Mal24_g4282	g6165	
		Mal24_g4283	g6166	
		Mal24_g4284	g6167	
		Mal24_g4285	g6168	
		Mal24_g4288	g6171	
		Mal24_g4290	g6173	
		Mal24_g4291	g6174	
		Mal24_g4292	g6175	
		Mal24_g4294	g6177	
		Mal24_g4295	g6178	
		Mal24_g4296	g6179	
		Mal24_g4298	g6180	
		Mal24_g4299	g6181	
		Mal24_g4300	g6182	
		Mal24_g4301	g6183	
		Mal24_g4302	g6184	
		Mal24_g4303	g6185	
		Mal24_g4304	g6186	
		Mal24_g4305	g6189	
		Mal24_g4306	g6190	
		Mal24_g4307	g6191	
		Mal24_g4308	g6192	
		Mal24_g4309	g6193	
		Mal24_g4310	g6194	
		Mal24_g4311	g6195	
		Mal24_g4312	g6196	
		Mal24_g4313	g6197	
		Mal24_g4315	g6199	
		Mal24_g4316	g6200	
		Mal24_g4317	g6201	
		Mal24_g4318	g6202	
		Mal24_g4319	g6203	
		Mal24_g4320	g6204	
		Mal24_g4321	g6207	
		Mal24_g4322	g6208	
		Mal24_g4328	g6212	
		Mal24_g4329	g6213	
		Mal24_g4332	g6218	
		Mal24_g4333	g6219	
		Mal24_g4335	g6222	
		Mal24_g4336	g6223	
		Mal24_g4337	g6224	
		Mal24_g4339	g6225	
		Mal24_g4341	g6227	
		Mal24_g4343	g6228	
		Mal24_g4346	g6231	
		Mal24_g4347	g6232	
		Mal24_g4348	g6233	
		Mal24_g4349	g6234	
		Mal24_g4350	g6235	
		Mal24_g4351	g6236	
		Mal24_g4353	g6239	
		Mal24_g4354	g6240	
		Mal24_g4356	g6242	
		Mal24_g4360	g6246	
		Mal24_g4366	g6250	
		Mal24_g4368	g6251	
		Mal24_g4370	g6253	
		Mal24_g4371	g6254	
		Mal24_g4372	g6255	
		Mal24_g4373	g6256	
		Mal24_g4376	g6257	
		Mal24_g4377	g6258	
		Mal24_g4378	g6259	
		Mal24_g4381	g6260	
		Mal24_g4382	g6261	
		Mal24_g4383	g6262	
		Mal24_g4384	g6263	
		Mal24_g4385	g6264	
		Mal24_g4387	g6266	
		Mal24_g4388	g6268	
		Mal24_g4389	g6269	
		Mal24_g4390	g6270	
		Mal24_g4391	g6271	
		Mal24_g4392	g6272	
		Mal24_g4394	g6273	
		Mal24_g4395	g6274	
		Mal24_g4396	g6275	
		Mal24_g4398	g6277	
		Mal24_g4399	g6278	
		Mal24_g4400	g6279	
		Mal24_g4401	g6280	
		Mal24_g4402	g6281	
		Mal24_g4403	g6282	
		Mal24_g4404	g6283	
		Mal24_g4408	g6287	
		Mal24_g4409	g6288	
		Mal24_g4414	g6294	
		Mal24_g4416	g6296	
		Mal24_g4420	g6298	
		Mal24_g4421	g6299	
		Mal24_g4422	g6301	
		Mal24_g4423	g6302	
		Mal24_g4424	g6303	
		Mal24_g4425	g6304	
		Mal24_g4426	g6305	
		Mal24_g4427	g6306	
		Mal24_g4428	g6307	
		Mal24_g4431	g6312	
		Mal24_g4432	g6313	
		Mal24_g4434	g6315	
		Mal24_g4435	g6316	
		Mal24_g4436	g6317	
		Mal24_g4437	g6318	
		Mal24_g4438	g6319	
		Mal24_g4439	g6320	
		Mal24_g4443	g6324	
		Mal24_g4444	g6325	
		Mal24_g4445	g6326	
		Mal24_g4446	g6327	
		Mal24_g4448	g6329	
		Mal24_g4449	g6330	
		Mal24_g4450	g3325	
		Mal24_g4451	g3324	
		Mal24_g4454	g3322	
		Mal24_g4456	g3320	
		Mal24_g4457	g3319	
		Mal24_g4458	g3318	
		Mal24_g4459	g3317	
		Mal24_g4461	g3315	
		Mal24_g4462	g3314	
		Mal24_g4463	g3313	
		Mal24_g4471	g10107	
		Mal24_g4473	g10106	
		Mal24_g4474	g10105	
		Mal24_g4480	g10101	
		Mal24_g4482	g10099	
		Mal24_g4483	g10098	
		Mal24_g4485	g10095	
		Mal24_g4486	g10094	
		Mal24_g4487	g10093	
		Mal24_g4488	g10092	
		Mal24_g4489	g10091	
		Mal24_g4490	g10090	
		Mal24_g4491	g10089	
		Mal24_g4493	g10086	
		Mal24_g4496	g10083	
		Mal24_g4498	g10081	
		Mal24_g4499	g10080	
		Mal24_g4502	g10078	
		Mal24_g4503	g10077	
		Mal24_g4505	g10075	
		Mal24_g4506	g10074	
		Mal24_g4509	g10072	
		Mal24_g4510	g10071	
		Mal24_g4511	g10070	
		Mal24_g4513	g10068	
		Mal24_g4515	g10066	
		Mal24_g4516	g10065	
		Mal24_g4518	g10064	
		Mal24_g4519	g10063	
		Mal24_g4520	g10062	
		Mal24_g4525	g10060	
		Mal24_g4526	g10059	
		Mal24_g4527	g10058	
		Mal24_g4528	g10057	
		Mal24_g4529	g10055	
		Mal24_g4531	g10054	
		Mal24_g4532	g10053	
		Mal24_g4533	g10052	
		Mal24_g4534	g10051	
		Mal24_g4535	g10050	
		Mal24_g4536	g10049	
		Mal24_g4538	g10047	
		Mal24_g4539	g10046	
		Mal24_g4540	g10045	
		Mal24_g4541	g10044	
		Mal24_g4542	g10043	
		Mal24_g4543	g10042	
		Mal24_g4544	g10039	
		Mal24_g4546	g10040	
		Mal24_g4550	g10038	
		Mal24_g4552	g10036	
		Mal24_g4553	g10035	
		Mal24_g4554	g10034	
		Mal24_g4555	g10033	
		Mal24_g4556	g10032	
		Mal24_g4560	g10030	
		Mal24_g4563	g10029	
		Mal24_g4564	g10028	
		Mal24_g4565	g10027	
		Mal24_g4566	g10026	
		Mal24_g4568	g10025	
		Mal24_g4573	g10020	
		Mal24_g4574	g10019	
		Mal24_g4575	g10018	
		Mal24_g4576	g10017	
		Mal24_g4579	g10014	
		Mal24_g4582	g10011	
		Mal24_g4583	g10008	
		Mal24_g4584	g10007	
		Mal24_g4585	g16323	
		Mal24_g4586	g10005	
		Mal24_g4588	g10004	
		Mal24_g4589	g10003	
		Mal24_g4590	g10002	
		Mal24_g4591	g10001	
		Mal24_g4592	g10000	
		Mal24_g4593	g9999	
		Mal24_g4596	g9998	
		Mal24_g4603	g9991	
		Mal24_g4604	g9989	
		Mal24_g4605	g9988	
		Mal24_g4607	g9987	
		Mal24_g4608	g9986	
		Mal24_g4611	g9983	
		Mal24_g4612	g9982	
		Mal24_g4613	g9981	
		Mal24_g4614	g9980	
		Mal24_g4619	g9977	
		Mal24_g4620	g9976	
		Mal24_g4621	g9975	
		Mal24_g4622	g9974	
		Mal24_g4623	g9973	
		Mal24_g4624	g9971	
		Mal24_g4626	g9969	
		Mal24_g4627	g9968	
		Mal24_g4629	g9966	
		Mal24_g4633	g9963	
		Mal24_g4634	g9962	
		Mal24_g4635	g9961	
		Mal24_g4636	g9960	
		Mal24_g4637	g9959	
		Mal24_g4639	g9957	
		Mal24_g4641	g9955	
		Mal24_g4643	g9954	
		Mal24_g4647	g9950	
		Mal24_g4648	g9949	
		Mal24_g4649	g9948	
		Mal24_g4650	g9947	
		Mal24_g4651	g9946	
		Mal24_g4653	g9944	
		Mal24_g4654	g9943	
		Mal24_g4656	g9942	
		Mal24_g4657	g9941	
		Mal24_g4658	g9940	
