CINC	JG05	k0	k4	sites
g7022	JG24_g17456	0.0805132959200643	0.22796862132474605	1789
g7025	JG24_g17457	0.0441303750172001	0.35869845578750903	1150
g7024	JG24_g17458	0.1268760201706586	0.47844859346812385	1741
g7027	JG24_g17459	0.1886889631404155	0.47399456805496115	1661
g7029	JG24_g17460	0.128906771081727	0.5153934276053206	1262
g7030	JG24_g17461	0.3573904085860981	0.7883010926248593	4739
g7031	JG24_g17462	0.2144605999796794	0.4238901247386586	1609
g7033	JG24_g17464	0.333124012016384	0.5245922623149075	1388
g7034	JG24_g17465	0.2019015652577052	0.5125506317076032	7981
g7035	JG24_g17466	0.0198687115852322	0.15803292004248054	1997
g7037	JG24_g17468	0.1088084978884331	0.46427940630466746	1092
g7039	JG24_g17469	0.1327833747698331	0.22671065390470024	292
g7040	JG24_g17470	0.0101567358389506	0.15687194573907448	1194
g7041	JG24_g17471	0.025820105812566	0.20739856854920347	2123
g7042	JG24_g17472	0.0559095661961223	0.2661736639256862	2326
g10868	JG24_g17521	0.6148446776056306	1.070337266730109	1151
g10623	JG24_g17546	0.1537644635077669	0.5429840732402624	5837
g10631	JG24_g17552	0.3596798101964146	0.7980945844477052	343
g10718	JG24_g17690	0.5370816858350052	1.3946290933203325	1277
g10597	JG24_g17761	0.0727503723553912	0.15325835166104396	575
g5733	JG24_g17795	0.6965349389045342	1.5199492952290925	660
g223	JG24_g17802	0.2680093948229745	0.6371708046377675	4501
g222	JG24_g17803	0.3773340050325874	0.7826169487839817	7167
g220	JG24_g17804	0.1480141724234215	0.4455147313801251	5079
g8733	JG24_g17805	0.1234031452827374	0.5423460095789109	690
g219	JG24_g17810	0.0514991142448751	0.2629233499812871	2369
g218	JG24_g17812	0.0617766717640644	0.3401057454708937	2443
g216	JG24_g17814	0.0191939609040855	0.12865681690434563	1033
g215	JG24_g17815	0.0717458389268346	0.40424737554951534	588
g213	JG24_g17817	0.0071006447537994	0.06279816968285097	414
g212	JG24_g17818	0.1315065592968216	0.46551907600839226	800
g211	JG24_g17819	0.021430029333042	0.08116018848017453	874
g210	JG24_g17820	0.1827521855238489	0.382058397279885	1524
g209	JG24_g17822	0.0951425334427806	0.4138752356200257	3958
g206	JG24_g17824	0.0399262663907015	0.39548613236032615	1233
g205	JG24_g17825	0.3476077221888952	0.7091903260219395	2348
g204	JG24_g17828	0.2720742618257509	0.9824410367514876	235
g203	JG24_g17829	0.1813914733093984	0.5556292852352361	2939
g202	JG24_g17831	0.2558169626951386	0.6285513341563594	3335
g201	JG24_g17832	0.0341424412680627	0.23330871705270634	2315
g200	JG24_g17833	0.2121598421197827	0.49299370602433185	1762
g198	JG24_g17834	0.0479204876782094	0.299989231757654	1622
g197	JG24_g17835	0.3331705395341946	0.6308432013134415	4039
g196	JG24_g17836	0.2683122263013733	0.9133506044499209	396
g195	JG24_g17837	0.1306051381033558	0.41274463405262224	5976
g7908	JG24_g17839	0.1822419065970535	0.4035652472623847	866
g7909	JG24_g17840	0.0859525370542528	0.4054256947235463	974
g7910	JG24_g17841	0.2813900616014275	0.5746292366811265	3521
g7911	JG24_g17842	0.018634498939898	0.3128708609035167	499
g7912	JG24_g17843	0.0310995432455286	0.17143963290251246	1158
g7913	JG24_g17844	0.0045079023766067	0.19697007458222524	677
g7916	JG24_g17845	0.0606390724718211	0.24632862520676788	1262
g7918	JG24_g17847	0.1295269055334395	0.38063577184675096	396
g16671	JG24_g17853	0.005870871465185	0.2877684814189528	783
g16672	JG24_g17854	0.2189862335486231	0.489497974134671	5941
g16673	JG24_g17855	0.025106946897292	0.3102717054335098	614
g16675	JG24_g17857	0.0169978946829089	0.28962892888011416	946
g16676	JG24_g17858	0.01865104993351	0.13360089782980358	1697
g16677	JG24_g17859	-0.0	0.29500781068186466	478
g16678	JG24_g17860	0.0109490995658644	0.35967981019641465	280
g16679	JG24_g17861	0.0136367393123928	0.15415488517197135	682
g16680	JG24_g17862	0.1142202518100341	0.2818899405461399	1675
g16681	JG24_g17863	0.1853978086135186	0.5832784264410062	871
g16682	JG24_g17864	0.0584018030807545	0.3095710888400031	2881
g16683	JG24_g17865	0.1954303152702771	0.4738039143234763	3464
g16684	JG24_g17866	0.255858856740454	0.44472099051910235	660
g16685	JG24_g17867	0.0206375875560001	0.17996300222294326	598
g16686	JG24_g17868	0.1010743562141472	0.334577065379993	1170
g16687	JG24_g17869	0.0296230324454793	0.11561300987044366	360
g16688	JG24_g17870	0.1561750815774412	0.40484617797653355	1570
g16689	JG24_g17871	0.0880776264021488	0.33351436594608436	548
g16690	JG24_g17872	0.064388631233526	0.3271775750811886	708
g16692	JG24_g17880	0.0650857654704901	0.2448985626381257	3069
g16693	JG24_g17881	0.0572983646201468	0.22187548129048476	2581
g16697	JG24_g17882	-0.0	0.27579358509398805	352
g16700	JG24_g17886	0.159642755034523	0.5140688508495262	1899
g16698	JG24_g17887	0.1435132226350116	0.4756432600701192	1073
g16702	JG24_g17889	0.1657843302575512	0.47680579351811625	2510
g16705	JG24_g17890	0.2414123388338013	0.5807794653618984	4689
g16706	JG24_g17891	0.0228807067679152	0.16169725925912015	540
g16707	JG24_g17892	0.031254522300426	0.29754857110455735	297
g16708	JG24_g17893	0.2060058662163225	0.450717846068898	3511
g16709	JG24_g17894	0.1571994946548394	0.6458541838493064	418
g16710	JG24_g17895	0.0402781342288958	0.20932049429098631	1219
g16711	JG24_g17896	0.0047543740828017	0.09242448031796106	324
g16712	JG24_g17898	0.1956261168116946	0.48447646521364096	4851
g16713	JG24_g17899	0.3068544986025365	0.6272653790309146	3769
g15247	JG24_g17900	0.033438279969192	0.1306258163002663	3301
g15248	JG24_g17901	0.0159734982592006	0.17170190401403562	1058
g15249	JG24_g17902	0.1856873105010359	0.478866576016561	808
g15250	JG24_g17904	0.0742133839614056	0.26872472974930073	3308
g15252	JG24_g17906	0.0541472184033668	0.25235417746590966	621
g15253	JG24_g17907	0.1099526056439065	0.3659315829894293	4904
g15254	JG24_g17908	0.0186460815489969	0.16452212135572783	835
g15255	JG24_g17909	0.1141588164919381	0.4207933119392429	5659
g15256	JG24_g17911	0.0812740275120024	0.23363073814788793	1151
g15257	JG24_g17912	0.0907529887377802	0.33632335799370583	1845
g15258	JG24_g17913	0.2692859520747214	0.59761920752609	3427
g15260	JG24_g17914	0.2156144481276799	0.5129478940912662	6213
g15261	JG24_g17915	0.0549864487631122	0.19222181897333268	1072
g15262	JG24_g17916	0.1801831533949943	0.42912101024927857	1113
g15264	JG24_g17919	0.1540906173191014	0.3772939458212483	2643
g15265	JG24_g17920	0.1720305757986344	0.4724236126891843	977
g15266	JG24_g17922	0.1593081907315838	0.47930996946725235	978
g15267	JG24_g17923	0.2905919057024166	0.5506704047275575	1487
g15268	JG24_g17924	0.1502176877525782	0.36181961193321943	1819
g15269	JG24_g17925	0.1477650465621601	0.4092368103402857	4227
g15270	JG24_g17926	0.048054864243296	0.27579358509398805	1947
g15271	JG24_g17927	0.0658805092809787	0.288683268623046	1976
g15272	JG24_g17928	0.076362951204221	0.27965912018260386	1558
g13438	JG24_g17931	0.4644639989711173	1.0676926093976904	1753
g10217	JG24_g17944	0.0640839044676636	0.4680803469353091	4337
g10216	JG24_g17945	0.039394737491656	0.315401520771872	4303
g10215	JG24_g17946	0.0174046969192	0.27289433045677547	720
g10214	JG24_g17947	0.0619185530046347	0.3654232971035489	609
g10213	JG24_g17948	0.0909031362411409	0.3831192178244929	1718
g10212	JG24_g17949	0.2722139206289563	0.7902997218680075	1424
g10211	JG24_g17950	0.0730901711446842	0.2934485059343641	7056
g10210	JG24_g17951	0.0284844360489122	0.5832784264410062	478
g10209	JG24_g17952	0.0736186616180536	0.26836173386614726	4543
g615	JG24_g17953	0.0813942571812376	0.3651835804998019	2237
g10208	JG24_g17955	0.1819996633523052	0.5449872261033808	4792
g616	JG24_g17956	0.1642648755977608	0.49137680396428607	7506
g617	JG24_g17957	0.0863967840685743	0.3325232855243627	1177
g618	JG24_g17963	0.2204055320247764	0.5031164201340821	2237
g619	JG24_g17964	0.0211058598552104	0.17821168794205816	1456
g625	JG24_g17971	0.342516242216556	0.846774664026616	2342
g626	JG24_g17974	0.0628789855036737	0.407217676461588	2295
g627	JG24_g17975	0.1771923345322473	0.4620135435540355	3094
g628	JG24_g17976	0.2563505285788286	0.5485477970204587	2634
g629	JG24_g17977	0.0406097725274677	0.2103028058589675	1431
g630	JG24_g17978	0.0349917687305995	0.15699095132862	2172
g631	JG24_g17979	0.3594234437608302	0.5942803608423791	1438
g632	JG24_g17981	0.0189389937019265	0.13418579885425524	1365
g633	JG24_g17982	0.1402376774248244	0.3924361078234109	394
g635	JG24_g17983	0.056137547453544	0.2728099909056541	1241
g636	JG24_g17984	0.08626650597245	0.255694940227945	1323
g637	JG24_g17985	0.1578141743256907	0.41997122189829894	2055
g638	JG24_g17986	0.129981597054335	0.3881868046716528	1148
g639	JG24_g17987	0.1812409097710798	0.4159561996536002	2146
g642	JG24_g17988	0.2396723047224241	0.578366918046388	1816
g643	JG24_g17989	0.1165355053742693	0.49068267211155103	2805
g644	JG24_g17990	0.1308543872330375	0.506429955528085	2429
g645	JG24_g17991	0.0176667697431679	0.15582616684133913	968
g646	JG24_g17992	0.0425981987948498	0.1895118131627482	992
g647	JG24_g17993	0.1960093952730375	0.3484904846238713	1430
g648	JG24_g17994	0.1717414767789373	0.4505803953216977	1710
g649	JG24_g17995	0.1280693130800083	0.3443877863374398	4357
g651	JG24_g17996	0.1160357117922455	0.19521232369774982	752
g621	JG24_g17997	0.3205830111202047	0.5081815446386677	2425
g652	JG24_g17998	0.1173174541181624	0.32985769973410206	1447
g653	JG24_g17999	0.0182086772811948	0.2245189515852124	1477
g656	JG24_g18002	0.2135126770916433	0.4463144755377979	2322
g660	JG24_g18003	0.0624547911592669	0.299589153929109	7431
g661	JG24_g18004	0.3594692838792429	0.7628789675459515	1698
g654	JG24_g18006	0.356390331238974	0.6015093324707056	1522
g662	JG24_g18008	0.0927183271687433	0.38712992256943946	2597
g663	JG24_g18009	0.1598501736650574	0.40628708308899686	2383
g664	JG24_g18010	0.0984218968756368	0.5185526257163386	1682
g666	JG24_g18012	0.0360576094318146	0.3097168348779915	1611
g672	JG24_g18013	-0.0	0.10290084113511376	329
g673	JG24_g18014	0.1555453564954628	0.4712899943995965	4448
g674	JG24_g18015	0.0865799537625652	0.42376956049775266	1133
g675	JG24_g18016	0.0941806548298052	0.4879406746058619	1147
g676	JG24_g18018	0.1133325298293378	0.32611299009051886	1018
g677	JG24_g18019	0.189908971542823	0.48458417389122893	1603
g678	JG24_g18020	0.0836308516162394	0.39355835851911425	872
g679	JG24_g18021	0.0993184392369986	0.40786765611075204	447
g680	JG24_g18022	0.135148656621686	0.4267990269704325	1596
g681	JG24_g18024	0.1636901745150134	0.4989676695427343	569
g682	JG24_g18025	0.1174267955186549	0.3505053838696889	705
g683	JG24_g18029	0.050349353354938	0.2881649996208211	6320
g684	JG24_g18030	0.1468084328445715	0.4917069459306602	737
g685	JG24_g18031	0.0619465499466252	0.2750928960321624	3942
g687	JG24_g18036	0.0701950808889527	0.2424595748524871	1493
g688	JG24_g18038	0.0759055692130928	0.3781561790831106	4898
g689	JG24_g18039	0.0355095904478987	0.22282280353978717	822
g690	JG24_g18040	0.0153066537234053	0.27397429978712223	394
g3961	JG24_g18041	0.2280519569730442	0.45012804307638044	636
g691	JG24_g18042	0.0368624558337083	0.1735450880897637	413
g692	JG24_g18043	0.0466081802855664	0.22859653497573204	1043
g693	JG24_g18045	0.1018200587633958	0.31256613768957375	2738
g694	JG24_g18047	0.2922928755905138	0.5925488083142754	1724
g696	JG24_g18049	0.1087802491678614	0.37237404835892174	3178
g697	JG24_g18050	0.1380431643169209	0.41593695309231815	2334
g698	JG24_g18051	0.115168301882318	0.2299857682794556	910
g700	JG24_g18054	0.181699394309911	0.46313232476574384	4768
g701	JG24_g18055	0.1518367200535325	0.4305658654079677	1652
g702	JG24_g18057	0.0724388545225541	0.22515212182688393	2482
g703	JG24_g18058	0.1110922434358701	0.4302304637589099	3574
g704	JG24_g18059	0.0871614207397377	0.24228984908011664	1091
g15091	JG24_g18060	0.8976258118771072	2.0431564064166	4928
g15093	JG24_g18062	0.2786666374402566	0.7743156309553612	6415
g15094	JG24_g18063	0.0787608262631877	0.4030046246437933	2447
g15100	JG24_g18064	0.1479189840698224	0.49789228772915994	5233
g15099	JG24_g18065	0.0479278514846101	0.19390753156804308	2105
g15098	JG24_g18066	0.1381711012984021	0.34996464844612113	621
g15097	JG24_g18067	0.1051517181649964	0.7873665933740084	394
g15095	JG24_g18069	0.2954830436513381	0.6699391896319293	7274
g15101	JG24_g18070	0.3299205613991872	0.7326423226667532	6863
g15102	JG24_g18071	0.0481319898739464	0.31591009880722765	1350
g15104	JG24_g18074	0.2779840072117022	0.68145125415475	2373
g15105	JG24_g18075	0.1043310733983325	0.4255702507695479	3306
g15106	JG24_g18076	0.1271355828780214	0.4708011865303329	2913
g15109	JG24_g18078	0.051861376049501	0.2026371844389667	694
g15111	JG24_g18080	0.1321477541218803	0.41870983679451024	896
g15112	JG24_g18081	0.0246428738683312	0.21626677497094143	751
g15113	JG24_g18082	0.0408320764762254	0.20010921861449513	1846
g15115	JG24_g18084	0.0602861388382201	0.26787197240899435	1510
g15116	JG24_g18085	0.2614709395565344	0.6619272764300246	5772
g15117	JG24_g18086	0.2667092502995735	0.5730023379954674	2617
g15118	JG24_g18087	0.0448372553711303	0.2905360745061518	1411
g15119	JG24_g18088	0.1257775172133002	0.4317351827636312	2339
g15120	JG24_g18089	0.1186680039111706	0.4010076296911279	618
g15122	JG24_g18090	0.0095163846137395	0.05918562506775778	651
g15123	JG24_g18092	0.2157615543388356	0.37424337458924084	506
g15124	JG24_g18093	0.1727881924845291	0.49545921206092114	4918
g15125	JG24_g18094	0.0478522174189628	0.28062607603968714	1627
g15126	JG24_g18095	0.1373358550853257	0.474696240425168	1188
g15130	JG24_g18096	0.0879053734766804	0.3408545154111441	1029
g8076	JG24_g18097	0.2925423620664894	0.5111696740406679	745
g15131	JG24_g18100	0.1239203425759909	0.49119447580481074	1420
g15132	JG24_g18101	0.1474944215735824	0.39703192705927837	2216
g15133	JG24_g18103	0.2873394333346926	0.5827206871185856	6039
g15138	JG24_g18105	0.1123611356121812	0.32287071919606214	8200
g15140	JG24_g18106	0.2551430822813765	0.509656146378125	692
g15141	JG24_g18107	0.1207502869246576	0.5785495330947701	816
g15142	JG24_g18109	0.208411521455196	0.45707070042789777	3009
g15143	JG24_g18110	0.0496971216305432	0.1721808312333752	1524
g15139	JG24_g18111	0.4193837504331217	0.7166335837705773	3309
g15144	JG24_g18113	0.2494762000280518	0.38365188830142943	1388
g15145	JG24_g18114	0.0776949787351625	0.4321943697982886	1072
g15147	JG24_g18116	0.0388479690117636	0.23369069497900147	1169
g15148	JG24_g18117	0.065965746373125	0.2777803412226707	1636
g15149	JG24_g18121	0.3302391227207197	0.5800175517389287	3167
g15150	JG24_g18122	0.3730929843887303	0.6451509489173337	1027
g15152	JG24_g18125	0.2590410207256873	0.4884750529683338	2142
g15153	JG24_g18126	0.2241206884456163	0.5486674715061123	3730
g15154	JG24_g18127	0.1998980925291249	0.6203101226155827	10824
g15155	JG24_g18128	0.2198576868579771	0.5583985349298181	2510
g15158	JG24_g18129	0.1288665495559416	0.44916185936788	6775
g15159	JG24_g18130	0.0324603812688468	0.28949047586144505	2266
g15160	JG24_g18131	0.1218339435620826	0.4105411187767015	5844
g15162	JG24_g18133	0.0713517562210295	0.2887399325734678	2860
g15163	JG24_g18134	0.2597369817248739	0.5047083549318195	3543
g15165	JG24_g18135	0.0969087986100046	0.37904034985128926	1479
g15166	JG24_g18136	0.3234006975304015	0.6319120293464557	3294
g15167	JG24_g18137	0.0391192959266526	0.3380176545848253	671
g15168	JG24_g18138	0.2147431178737815	0.6209997286622264	6604
g15169	JG24_g18139	0.0502635867661241	0.3746205433173304	2052
g15170	JG24_g18140	0.114295602189361	0.42317728162927454	990
g15171	JG24_g18141	0.2061926569960499	0.41905423459641616	987
g15172	JG24_g18142	0.1877167875621663	0.43802177084196425	1765
g15173	JG24_g18143	0.1365797210336543	0.5304133233426657	1421
g15174	JG24_g18144	0.0324054912583269	0.18560341950761464	5659
g15175	JG24_g18145	0.0963019533628827	0.3128708609035167	4085
g15176	JG24_g18146	0.0793588413449167	0.35967981019641465	1357
g15177	JG24_g18147	0.0444706416524775	0.35790675972525426	868
g15179	JG24_g18149	0.2248821349530442	0.5609518711683682	2793
g15181	JG24_g18151	0.0921736022423654	0.38958118109002454	3845
g15182	JG24_g18152	0.0643251163180688	0.2364855083354001	946
g15184	JG24_g18155	0.1201584783292119	0.3545940871867641	2015
g15185	JG24_g18156	0.1488468695040835	0.37021012116365204	3170
g15186	JG24_g18157	0.0558211712710672	0.24460617467500007	1619
g15187	JG24_g18158	0.1721417631376755	0.5479115233240265	3825
g15188	JG24_g18159	0.0506949683493961	0.3337883886016718	1103
g15194	JG24_g18161	0.1485487891552711	0.38075328526310626	1013
g15190	JG24_g18163	0.2977738659392011	0.6897222248547523	4610
g15195	JG24_g18164	0.1627376538711547	0.5431925506084465	1579
g15196	JG24_g18165	0.0876532821668355	0.3719249801619862	632
g15197	JG24_g18166	0.034353053136455	0.17392969526470575	1459
g15198	JG24_g18167	0.0631121172196424	0.30409883108112323	1246
g15204	JG24_g18168	0.0807872860486266	0.18734078282032965	1750
g15205	JG24_g18170	0.2035586757779702	0.48440476280725386	1120
g15206	JG24_g18171	0.1517930457304834	0.3916982818908114	2603
g15209	JG24_g18174	0.0212682899974089	0.15931864042090177	6847
g15210	JG24_g18176	0.1860664642740175	0.5176115081727667	954
g15212	JG24_g18177	0.2027245837275706	0.4446471134504848	1943
g15213	JG24_g18178	0.1099328195970256	0.30184770382830584	2123
g15214	JG24_g18179	0.2320998450887235	0.4065389748082747	4236
g15215	JG24_g18181	0.3538673737043972	0.6510381562301212	3172
g15217	JG24_g18182	0.5754413645352504	0.732007474931833	1243
g15218	JG24_g18183	0.3622340910816516	0.4476120537161349	1143
g15219	JG24_g18184	0.188138035440478	0.6491474294809733	3789
g15220	JG24_g18185	0.2019549922812832	0.412769531216962	3870
g15226	JG24_g18187	0.0807342940905356	0.2719050475433478	3162
g15228	JG24_g18188	0.0361515763634083	0.2742935845939877	380
g15229	JG24_g18192	0.0200569055514665	0.1760760241248728	2806
g15231	JG24_g18193	0.1893299406019804	0.37844838422260424	2344
g15232	JG24_g18194	0.0134283568640108	0.14905366340997317	3354
g15233	JG24_g18195	0.2757142242135373	0.5627291957999205	2144
g15234	JG24_g18196	0.2424366775848926	0.613901111701161	1813
g15236	JG24_g18197	0.2643392937359416	0.5031441509235808	1233
g15237	JG24_g18198	0.1374391667151809	0.48357307473349465	1682
g15238	JG24_g18200	0.2223771293516341	0.4673914439647763	919
g15239	JG24_g18201	0.2153284038792073	0.3573406270136459	912
g15240	JG24_g18202	0.2127658299564907	0.48895268393496194	925
g15241	JG24_g18203	0.2992992051777278	0.726100750147858	7164
g14340	JG24_g18207	0.0222568261095874	0.1656703736851457	344
g14339	JG24_g18208	0.1157389016038488	0.4083619850771001	1046
g14337	JG24_g18212	0.234301274637538	0.711752451280851	8263
g12915	JG24_g18214	0.4970622775316806	1.0659146138641131	2627
g14336	JG24_g18216	0.0420670999882826	0.5631661314370965	666
g14335	JG24_g18217	0.091975381709579	0.38462903212400396	7251
g14333	JG24_g18223	0.1503460127198048	0.4408399986765892	2685
g14332	JG24_g18224	0.0169282759767767	0.12351331148088582	2854
g14329	JG24_g18226	0.1466575393389501	0.4861468445232593	5847
g14325	JG24_g18228	0.1187393170233285	0.34049411175211863	932
g14324	JG24_g18229	0.0594717020029032	0.23697508971777217	1319
g14323	JG24_g18230	0.0096541960536251	0.16774119711712968	3827
g14322	JG24_g18231	0.0448485241882944	0.3514243608570809	1208
g14321	JG24_g18232	0.1971066057799809	0.3852590195612977	691
g14319	JG24_g18233	0.0266356463604357	0.2925423620664894	806
g14318	JG24_g18234	0.260876996453646	0.6081976621622466	3491
g14316	JG24_g18236	0.0237040045614983	0.24266098923020818	456
g14315	JG24_g18237	0.2142563434901102	0.4927883736023043	1119
g14314	JG24_g18238	0.1774177373299298	0.4112795222709318	1704
g14308	JG24_g18240	0.1298306063489044	0.3795814754158887	1097
g14307	JG24_g18241	0.143447620627212	0.49704606464567824	3684
g14305	JG24_g18269	0.0393378045325278	0.22014636619062095	3023
g14303	JG24_g18271	0.2723639701603699	0.7630119934420078	1721
g14299	JG24_g18273	0.0245180830841711	0.18562322231565398	2884
g14297	JG24_g18274	0.2804801452053216	0.4463904402902178	851
g14296	JG24_g18275	0.1138545096510031	0.44437774108519335	869
g14295	JG24_g18276	0.2331762765320812	0.5676860229331738	6054
g14294	JG24_g18277	0.1520888770908669	0.4704491069069298	1554
g14292	JG24_g18279	0.244435296378193	0.5756929387825052	3654
g14291	JG24_g18281	0.1994429189422981	0.5730741873991724	2444
g14290	JG24_g18282	0.1456270261207277	0.4845597522764695	2745
g14289	JG24_g18283	0.1924634741372416	0.5346582550480972	5366
g14288	JG24_g18284	0.0264160762225223	0.13347318856874915	1109
g14287	JG24_g18285	0.0024732091661674	0.1665097267079427	1240
g14286	JG24_g18286	0.3381482167762785	0.6627491284185587	3381
g14285	JG24_g18287	-0.0	0.06641504800608379	1329
g14283	JG24_g18289	0.1948779053571664	0.3546797916777726	1402
g14282	JG24_g18290	0.2820023065333861	0.6346894913779089	1858
g14281	JG24_g18291	0.0732742841400944	0.22696269423352441	4207
g14280	JG24_g18293	0.1361291724574689	0.38002003986081023	740
g14279	JG24_g18294	0.0065048109400715	0.11373095116637437	1167
g2546	JG24_g18295	0.1549981159073754	0.45392648117779905	986
g14278	JG24_g18296	0.1163995857160071	0.48391403549099593	571
g14277	JG24_g18297	0.2661132509138753	0.6276404259195902	2591
g14276	JG24_g18299	0.2045544281395029	0.5104852633467853	3546
g14275	JG24_g18300	0.2069414768531438	0.44722754615774707	3290
g14274	JG24_g18301	0.2586303647187972	0.35287318378426424	1184
g14273	JG24_g18302	0.2362342027918508	0.4353928571654583	1850
g14272	JG24_g18303	0.0415558176724836	0.312450095098736	2876
g14271	JG24_g18304	0.0275260251378209	0.4408399986765892	681
g14270	JG24_g18305	0.0553892526275424	0.36380816131693194	4760
g14269	JG24_g18306	0.1922218189733326	0.8239592165010822	727
g15827	JG24_g18308	0.0126053387372859	0.2654083044882534	495
g15828	JG24_g18309	0.1308927162324074	0.4771740456935342	2829
g15829	JG24_g18310	0.111021451622955	0.46966722930462806	3566
g15830	JG24_g18313	0.0811601884801745	0.4283262530489015	13126
g15832	JG24_g18314	0.0724555499323086	0.2551583955526235	6887
g15833	JG24_g18315	0.185539461420349	0.45974675753694516	3255
g15834	JG24_g18317	0.1025987263274031	0.3556886699574242	808
g15835	JG24_g18319	0.0289611270958346	0.3428337727277484	814
g15836	JG24_g18321	0.0808358904452323	0.38860370295920793	1654
g15837	JG24_g18322	0.1186077290578069	0.49469673479153453	1090
g15838	JG24_g18324	0.120874246140257	0.42975215153841156	1615
g15840	JG24_g18327	0.2899428625149425	0.7473080596383785	2354
g15841	JG24_g18328	0.0908221578534347	0.42120965234115504	2495
g7995	JG24_g18329	0.1443554461934794	0.5001594403045012	1195
g15842	JG24_g18330	0.0755104442495156	0.5791617780267287	828
g15843	JG24_g18331	0.2075983391063074	0.5459499724840208	2675
g15844	JG24_g18332	0.1572674417467503	0.5416398921390421	3376
g15845	JG24_g18335	0.0453538663162631	0.44899225285426725	628
g15846	JG24_g18336	0.0225119219551992	0.22507844433775362	743
g15847	JG24_g18337	0.0593079946322712	0.32611299009051886	1121
g15848	JG24_g18338	0.0429488829791941	0.36492802754462783	1694
g15849	JG24_g18339	0.0703261195893821	0.6493949086854472	674
g15850	JG24_g18340	0.0813037772423994	0.3805059747625349	1812
g15851	JG24_g18341	0.2804471915831458	0.7147645694866184	3768
g15852	JG24_g18343	-0.0	0.1752111383861289	202
g15853	JG24_g18344	0.0168704395109758	0.23420813102561694	1668
g15854	JG24_g18345	0.0521600510226757	0.2360764099780142	799
g15855	JG24_g18346	0.0119842762934169	0.2326161962278796	1151
g15856	JG24_g18347	0.1986637967805435	0.5575760434461607	6668
g15857	JG24_g18348	0.0403997379009694	0.24663193711879816	3339
g15858	JG24_g18349	0.0377438129156368	0.5786639146719325	1740
g15860	JG24_g18350	0.0519838499176716	0.3176414188915554	4178
g15861	JG24_g18351	0.0362739939358481	0.342337997130774	1064
g15862	JG24_g18352	0.0324374878453624	0.21893280642097657	1091
g15863	JG24_g18355	0.0957643193547752	0.23771338054939212	3448
g15864	JG24_g18356	0.0537911311435984	0.3082616539791102	2533
g15865	JG24_g18357	0.1527430942983608	0.4186161504718109	1499
g15867	JG24_g18358	0.0764357634091842	0.2578689081948538	2913
g15872	JG24_g18360	0.3783901278766211	0.7316097024483642	5031
g15873	JG24_g18363	0.1719288574362797	0.41432996239901343	4881
g15874	JG24_g18364	0.173480146465028	0.39277341387811804	1278
g15875	JG24_g18365	0.0964031095895825	0.34831595643096314	1267
g15876	JG24_g18366	0.0564175659281906	0.4884750529683338	280
g15877	JG24_g18367	0.0909966058324883	0.3135113904468398	2062
g15878	JG24_g18368	0.1808895375021183	0.47003430803741736	1987
g15879	JG24_g18369	0.0732918327749485	0.2886343656790715	4389
g15880	JG24_g18370	0.1094771698118206	0.43671344081110175	1411
g15881	JG24_g18371	0.0339974033214347	0.1772915835481728	1577
g15882	JG24_g18372	0.1560004284087346	0.4088066601068019	871
g15883	JG24_g18374	0.077832395998903	0.3270363986101834	2806
g15884	JG24_g18375	0.0643669643261144	0.3950580714027534	1645
g15885	JG24_g18376	0.1507167272541356	0.40553936553310005	815
g15886	JG24_g18377	0.1629669561374419	0.36773870294768596	2542
g15887	JG24_g18378	0.1135666238805407	0.5093286175776799	1351
g15888	JG24_g18379	0.0732964205014548	0.2593094050549067	1190
g15889	JG24_g18380	0.1121488004782227	0.4036283082423896	747
g15890	JG24_g18381	0.4589394832298268	1.018521300002738	3023
g15891	JG24_g18384	0.2584449080528928	0.5104159682574481	2592
g15894	JG24_g18385	0.1184723347214356	0.4144926132083394	1572
g15896	JG24_g18388	0.2939255006724781	0.5835788255466858	5921
g15898	JG24_g18391	0.394356380389894	0.74681132868569	4938
g15899	JG24_g18392	0.1524825541220278	0.3313145714083835	2096
g15900	JG24_g18393	0.0094045119395514	0.13736904540526368	1299
g15901	JG24_g18394	0.1242060568651605	0.44862216966615726	2169
g15902	JG24_g18395	0.0541472184033668	0.21465126546101004	403
g15903	JG24_g18396	0.2448012875100416	0.5924076052638724	3533
g15905	JG24_g18397	0.1447117144209085	0.45096388692976075	4414
g15907	JG24_g18398	0.1337864690924057	0.42017956781424703	1877
g15908	JG24_g18400	0.1693550015502701	0.546098802679179	3994
g15910	JG24_g18405	0.4417084941054774	0.881914867784911	4344
g15913	JG24_g18406	0.0177357362255061	0.14722541805233835	1748
g15914	JG24_g18408	0.0483595423329277	0.28817986611966206	2959
g15915	JG24_g18409	0.0031120376601086	0.16122991492807343	990
g15916	JG24_g18410	0.2620207252303843	0.4889113690188896	1966
g15917	JG24_g18413	0.0789258032259986	0.3492629760759144	1390
g15918	JG24_g18414	0.1041095043030803	0.2326161962278796	1366
g15919	JG24_g18415	0.0866265604752214	0.4217306847008506	1893
g15923	JG24_g18418	0.0479828297682127	0.2825662516692997	3512
g15926	JG24_g18419	0.2361751856304291	0.46106269708477565	1926
g15927	JG24_g18421	0.0490734681385578	0.1905406170165199	3223
g15928	JG24_g18422	-0.0	0.1946333966138134	572
g15619	JG24_g18424	0.0640047012994633	0.27928951284868503	4261
