CREN	CSCH	MALA	JG05	CINC
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357700	g9125	Mal24_g9516	JG24_g19438	g15044
Cre07.g357750	g9124	Mal24_g9515	JG24_g19436	g15045
Cre07.g357800	g9123	Mal24_g9514	JG24_g19435	g15046
Cre07.g357850	g9122	Mal24_g9513		g15047
Cre07.g357850	g9122	Mal24_g9513		g15047
Cre07.g357850	g9122	Mal24_g9513		g15047
Cre07.g357850	g9122	Mal24_g9513		g15047
Cre07.g357900	g9121	Mal24_g9512	JG24_g19434	g15048
Cre07.g357950	g9120	Mal24_g9511	JG24_g19433	g15049
Cre07.g800769	g10651	Mal24_g7832	JG24_g4031	g16355
Cre07.g800817	g15213	Mal24_g8105	JG24_g8966	g2270
Cre07.g800860	g13653		JG24_g9569	
Cre08.g358100	g16313	Mal24_g14844		
Cre08.g358200	g7824	Mal24_g429	JG24_g8481	g14807
Cre08.g358250	g7823	Mal24_g430	JG24_g8478	g14810
Cre08.g358350	g7822	Mal24_g432		g14811
Cre08.g358400	g7821	Mal24_g433		
Cre08.g358522	g7827	Mal24_g428	JG24_g8482	g14806
Cre08.g358524	g7829	Mal24_g426	JG24_g8484	g14804
Cre08.g358525	g7830	Mal24_g424	JG24_g8486	g14803
Cre08.g358526	g7831	Mal24_g423	JG24_g8487	g14802
Cre08.g358528	g7832	Mal24_g419	JG24_g8488	g14801
Cre08.g358531	g7835	Mal24_g416	JG24_g8492	g14798
Cre08.g358532	g7836	Mal24_g415	JG24_g8493	g14797
Cre08.g358534	g7837	Mal24_g414	JG24_g8494	g14796
Cre08.g358535	g17184		JG24_g7612	
Cre08.g358537	g7838	Mal24_g413	JG24_g8495	g14794
Cre08.g358538	g7839	Mal24_g412	JG24_g8496	g14793
Cre08.g358539	g7840	Mal24_g411	JG24_g8499	g14791
Cre08.g358540	g7841	Mal24_g410	JG24_g8500	g14790
Cre08.g358546	g1136	Mal24_g16697	JG24_g9170	g8055
Cre08.g358552	g7844	Mal24_g406	JG24_g8503	g14778
Cre08.g358554	g7848	Mal24_g403	JG24_g8505	g14781
Cre08.g358555	g7849	Mal24_g402	JG24_g8506	g14782
Cre08.g358557	g7850	Mal24_g400	JG24_g8509	g14783
Cre08.g358560	g8805			g14772
Cre08.g358561	g7852	Mal24_g398	JG24_g8512	g14771
Cre08.g358562	g7853	Mal24_g397	JG24_g8514	g14770
Cre08.g358563	g7854	Mal24_g396	JG24_g8515	g14769
Cre08.g358564	g7856	Mal24_g395	JG24_g8517	g14768
Cre08.g358567	g7857	Mal24_g386	JG24_g8518	g14767
Cre08.g358568	g7858	Mal24_g385	JG24_g8519	g14766
Cre08.g358570	g7860	Mal24_g384	JG24_g8522	g14764
Cre08.g358571	g7861		JG24_g8523	g14763
Cre08.g358572	g7862	Mal24_g381	JG24_g8525	g14746
Cre08.g358573	g7867	Mal24_g375	JG24_g8531	g14752
Cre08.g358574	g7866	Mal24_g376	JG24_g8529	
Cre08.g358575	g7865	Mal24_g377		g14750
Cre08.g358576	g7864	Mal24_g378	JG24_g8527	g14748
Cre08.g358577	g7863			g14747
Cre08.g358578	g7868	Mal24_g374	JG24_g8532	g14753
Cre08.g358579	g7869	Mal24_g373	JG24_g8533	g14754
Cre08.g358580	g7870	Mal24_g372	JG24_g8534	g14755
Cre08.g358600	g7874	Mal24_g368	JG24_g8538	g14759
Cre08.g358616	g7873	Mal24_g370	JG24_g8537	g14758
Cre08.g358650	g7875	Mal24_g367	JG24_g8539	
Cre08.g358700	g7876	Mal24_g366	JG24_g8540	g14745
Cre08.g358751	g7877	Mal24_g365	JG24_g8541	g14744
Cre08.g358800	g7879	Mal24_g363	JG24_g8542	g14743
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
