CSCH	JG05	MALA	CREN	CINC
g10292	JG24_g15131	Mal24_g923	Cre02.g094100	g9602
g10288	JG24_g15135	Mal24_g927	Cre02.g094300	g9598
g10287	JG24_g15136	Mal24_g928	Cre02.g094350	g9597
g10284	JG24_g15138	Mal24_g931	Cre02.g094500	g9593
g8242	JG24_g15155	Mal24_g953	Cre02.g095000	g9578
g8240	JG24_g15157	Mal24_g955	Cre02.g095100	g9576
g8239	JG24_g15158	Mal24_g956	Cre02.g095150	g9575
g8238	JG24_g15159	Mal24_g957	Cre02.g095200	g9574
g8224	JG24_g15163	Mal24_g971	Cre02.g095350	g9571
g8227	JG24_g15164	Mal24_g970	Cre02.g095400	g9570
g8228	JG24_g15165	Mal24_g969	Cre02.g095450	g9569
g8231	JG24_g15168	Mal24_g966	Cre02.g095650	g9567
g8232	JG24_g15169	Mal24_g965	Cre02.g095700	g9566
g8233	JG24_g15170	Mal24_g964	Cre02.g095750	g9565
g8221	JG24_g15177	Mal24_g976	Cre02.g096000	g9560
g7491	JG24_g15180	Mal24_g980	Cre02.g096150	g9557
g7492	JG24_g15181	Mal24_g981	Cre02.g096200	g9556
g7493	JG24_g15182	Mal24_g982	Cre02.g096250	g9554
g7498	JG24_g15187	Mal24_g990	Cre02.g096850	g9549
g10624	JG24_g15193	Mal24_g7864	Cre07.g314650	g16383
g10622	JG24_g15196	Mal24_g7868	Cre07.g314300	g16385
g10618	JG24_g15200	Mal24_g7874	Cre07.g314500	g16389
g10617	JG24_g15201	Mal24_g7875	Cre07.g314550	g16390
g10614	JG24_g15202	Mal24_g7876	Cre07.g314600	g16391
g10613	JG24_g15203	Mal24_g7878	Cre07.g314150	g16393
g10612	JG24_g15204	Mal24_g7881	Cre07.g314100	g16394
g10606	JG24_g15213	Mal24_g7887	Cre07.g313850	g16402
g10605	JG24_g15217	Mal24_g7888	Cre07.g313800	g16403
g10604	JG24_g15221	Mal24_g7891	Cre07.g313700	g16405
g833	JG24_g15225	Mal24_g5965	Cre12.g550400	g10195
g839	JG24_g15230	Mal24_g5952	Cre12.g550600	g7416
g840	JG24_g15231	Mal24_g5951	Cre12.g550650	g7415
g841	JG24_g15232	Mal24_g5950	Cre12.g550700	g7414
g844	JG24_g15235	Mal24_g5947	Cre12.g550850	g7411
g847	JG24_g15238	Mal24_g5944	Cre12.g551000	g7404
g848	JG24_g15239	Mal24_g5943	Cre12.g551050	g7403
g849	JG24_g15240	Mal24_g5942	Cre12.g551100	g7402
g851	JG24_g15242	Mal24_g5940	Cre12.g551200	g7401
g854	JG24_g15246	Mal24_g5937	Cre12.g551350	g7398
g856	JG24_g15248	Mal24_g5935	Cre12.g551501	g7396
g857	JG24_g15249	Mal24_g5934	Cre12.g551500	g7395
g859	JG24_g15251	Mal24_g5932	Cre12.g551600	g7384
g860	JG24_g15252	Mal24_g5930	Cre12.g551650	g7383
g865	JG24_g15258	Mal24_g5926	Cre12.g551900	g7379
g866	JG24_g15259	Mal24_g5925	Cre12.g551950	g7378
g871	JG24_g15265	Mal24_g5919	Cre12.g552200	g7371
g17517	JG24_g15266	Mal24_g4832	Cre12.g538050	g6066
g17518	JG24_g15267	Mal24_g4831	Cre12.g538100	g6065
g17519	JG24_g15268	Mal24_g4830	Cre12.g538150	g6064
g17524	JG24_g15275	Mal24_g4824	Cre12.g538400	g6059
g17525	JG24_g15276	Mal24_g4823	Cre12.g538450	g6058
g17526	JG24_g15278	Mal24_g4822	Cre12.g538500	g6057
g17529	JG24_g15281	Mal24_g4818	Cre12.g538650	g6054
g17530	JG24_g15282	Mal24_g4817	Cre12.g538700	g6053
g17531	JG24_g15283	Mal24_g4816	Cre12.g538750	g6052
g17534	JG24_g15285	Mal24_g4814	Cre12.g538850	g6050
g17535	JG24_g15287	Mal24_g4813	Cre12.g538900	g6049
g17537	JG24_g15289	Mal24_g4811	Cre12.g539000	g6048
g17539	JG24_g15291	Mal24_g4809	Cre12.g539100	g6046
g2806	JG24_g15538	Mal24_g5711	Cre12.g561550	g7188
g2808	JG24_g15540	Mal24_g5713	Cre12.g561450	g7190
g2809	JG24_g15541	Mal24_g5714	Cre12.g561400	g7191
g2810	JG24_g15543	Mal24_g5715	Cre12.g561300	g7192
g2812	JG24_g15545	Mal24_g5716	Cre12.g561200	g7193
g2813	JG24_g15546	Mal24_g5717	Cre12.g561150	g7194
g2816	JG24_g15549	Mal24_g5722	Cre12.g561101	g7197
g2817	JG24_g15550	Mal24_g5723	Cre12.g561050	g7198
g2818	JG24_g15551	Mal24_g5724	Cre12.g561000	g7199
g2819	JG24_g15552	Mal24_g5725	Cre12.g560950	g7200
g2820	JG24_g15553	Mal24_g5726	Cre12.g560900	g7201
g2821	JG24_g15554	Mal24_g5727	Cre12.g560800	g7202
g17260	JG24_g15561	Mal24_g5735	Cre12.g560550	g7209
g17255	JG24_g15567	Mal24_g5746	Cre12.g560250	g7214
g17254	JG24_g15568	Mal24_g5747	Cre12.g560200	g7215
g17253	JG24_g15569	Mal24_g5748	Cre12.g560150	g7216
g17249	JG24_g15575	Mal24_g5753	Cre12.g559900	g7219
g17248	JG24_g15577	Mal24_g5754	Cre12.g559850	g7220
g17247	JG24_g15578	Mal24_g5755	Cre12.g559800	g7221
g17243	JG24_g15584	Mal24_g5758	Cre12.g559450	g7224
g17241	JG24_g15586	Mal24_g5761	Cre12.g559350	g7226
g17239	JG24_g15589	Mal24_g5763	Cre12.g559250	g7228
g17237	JG24_g15591	Mal24_g5765	Cre12.g559150	g7230
g17236	JG24_g15593	Mal24_g5766	Cre12.g559100	g7231
g17234	JG24_g15595	Mal24_g5768	Cre12.g559050	g7233
g17232	JG24_g15597	Mal24_g5770	Cre12.g558900	g7235
g17231	JG24_g15598	Mal24_g5771	Cre12.g558850	g7236
g17229	JG24_g15601	Mal24_g5773	Cre12.g558750	g7238
g17228	JG24_g15602	Mal24_g5774	Cre12.g558700	g7239
g17226	JG24_g15604	Mal24_g5776	Cre12.g558600	g7241
g17225	JG24_g15605	Mal24_g5777	Cre12.g558550	g7242
g17222	JG24_g15607	Mal24_g5780	Cre12.g558450	g7244
g17221	JG24_g15608	Mal24_g5781	Cre12.g558400	g7245
g17217	JG24_g15612	Mal24_g5785	Cre12.g558150	g7250
g17216	JG24_g15613	Mal24_g5786	Cre12.g558100	g7251
g17215	JG24_g15615	Mal24_g5788	Cre12.g558000	g7252
g17214	JG24_g15616	Mal24_g5789	Cre12.g557950	g7253
g17213	JG24_g15617	Mal24_g5790	Cre12.g557900	g7254
g17210	JG24_g15619	Mal24_g5793	Cre12.g557800	g7257
g17209	JG24_g15620	Mal24_g5794	Cre12.g557750	g7258
g17208	JG24_g15622	Mal24_g5795	Cre12.g557700	g7259
g17206	JG24_g15627	Mal24_g5797	Cre12.g557600	g7261
g17202	JG24_g15634	Mal24_g5809	Cre12.g557250	g7268
g17201	JG24_g15636	Mal24_g5810	Cre12.g557252	g7269
g17196	JG24_g15639	Mal24_g5813	Cre12.g557050	g7272
g17190	JG24_g15645	Mal24_g5820	Cre12.g556750	g7277
g17187	JG24_g15648	Mal24_g5823	Cre12.g556600	g7281
g11918	JG24_g15656	Mal24_g5829	Cre12.g556300	g7288
g11917	JG24_g15657	Mal24_g5830	Cre12.g556250	g7289
g11916	JG24_g15659	Mal24_g5831	Cre12.g556200	g7290
g11913	JG24_g15662	Mal24_g5835	Cre12.g556050	g7293
g11912	JG24_g15663	Mal24_g5836	Cre12.g556000	g7294
g11911	JG24_g15664	Mal24_g5837	Cre12.g555950	g7297
g11910	JG24_g15665	Mal24_g5838	Cre12.g555951	g7298
g11909	JG24_g15667	Mal24_g5839	Cre12.g555850	g7299
g11907	JG24_g15669	Mal24_g5840	Cre12.g555750	g7301
g11902	JG24_g15675	Mal24_g5845	Cre12.g555550	g7311
g11900	JG24_g15677	Mal24_g5848	Cre12.g555450	g7313
g11899	JG24_g15678	Mal24_g5849	Cre12.g555400	g7314
g11898	JG24_g15679	Mal24_g5850	Cre12.g555350	g7315
g11896	JG24_g15681	Mal24_g5852	Cre12.g555250	g7317
g11895	JG24_g15682	Mal24_g5853	Cre12.g555200	g7318
g11894	JG24_g15683	Mal24_g5854	Cre12.g555150	g7319
g11886	JG24_g15695	Mal24_g5861	Cre12.g554850	g7325
g11885	JG24_g15696	Mal24_g5862	Cre12.g554800	g7326
g11884	JG24_g15697	Mal24_g5863	Cre12.g554750	g7327
g11883	JG24_g15698	Mal24_g5864	Cre12.g554700	g7328
g11881	JG24_g15700	Mal24_g5866	Cre12.g554600	g7330
g11880	JG24_g15701	Mal24_g5867	Cre12.g554550	g7331
g912	JG24_g15706	Mal24_g5873	Cre12.g554250	g7337
g911	JG24_g15707	Mal24_g5874	Cre12.g554200	g7338
g896	JG24_g15720	Mal24_g5890	Cre12.g553700	g7347
g890	JG24_g15728	Mal24_g5898	Cre12.g553250	g7353
g886	JG24_g15732	Mal24_g5901	Cre12.g553050	g7356
g885	JG24_g15733	Mal24_g5902	Cre12.g552900	g7357
g884	JG24_g15734	Mal24_g5903	Cre12.g552850	g7358
g882	JG24_g15736	Mal24_g5905	Cre12.g801472	g7360
g879	JG24_g15740	Mal24_g5911	Cre12.g552600	g7363
g875	JG24_g15744	Mal24_g5915	Cre12.g552400	g7367
g874	JG24_g15745	Mal24_g5916	Cre12.g552350	g7368
g17516	JG24_g15748	Mal24_g4833	Cre12.g538000	g6067
g17512	JG24_g15753	Mal24_g4835	Cre12.g537850	g6068
g17511	JG24_g15754	Mal24_g4836	Cre12.g537800	g6069
g17507	JG24_g15760	Mal24_g4841	Cre12.g537641	g6073
g17505	JG24_g15762	Mal24_g4844	Cre12.g537581	g6076
g17504	JG24_g15763	Mal24_g4845	Cre12.g537550	g6079
g17502	JG24_g15765	Mal24_g4848	Cre12.g537450	g6081
g3337	JG24_g15768	Mal24_g1364	Cre02.g112600	g7605
g3336	JG24_g15770	Mal24_g1363	Cre02.g112550	g7606
g3334	JG24_g15774	Mal24_g1359	Cre02.g112400	g7609
g3332	JG24_g15776	Mal24_g1357	Cre02.g112300	g7611
g3330	JG24_g15778	Mal24_g1354	Cre02.g112250	g7613
g3329	JG24_g15780	Mal24_g1353	Cre02.g112200	g7614
g3328	JG24_g15781	Mal24_g1352	Cre02.g112150	g7615
g3327	JG24_g15782	Mal24_g1351	Cre02.g112100	g7616
g6331	JG24_g15784	Mal24_g1349	Cre02.g112000	g7618
g6337	JG24_g15791	Mal24_g1338	Cre02.g111600	g7625
g6340	JG24_g15795	Mal24_g1334	Cre02.g111450	g7628
g6342	JG24_g15796	Mal24_g1333	Cre02.g111400	g7629
g6343	JG24_g15797	Mal24_g1332	Cre02.g111350	g7630
g6345	JG24_g15799	Mal24_g1330	Cre02.g111150	g7633
g6347	JG24_g15801	Mal24_g1327	Cre02.g111050	g7636
g6350	JG24_g15803	Mal24_g1325	Cre02.g111000	g7638
g6351	JG24_g15804	Mal24_g1324	Cre02.g110950	g7639
g6355	JG24_g15808	Mal24_g1320	Cre02.g110750	g7643
g6357	JG24_g15810	Mal24_g1318	Cre02.g110650	g7645
g6358	JG24_g15811	Mal24_g1317	Cre02.g110600	g7646
g6360	JG24_g15813	Mal24_g1315	Cre02.g110500	g7648
g6362	JG24_g15814	Mal24_g1314	Cre02.g110450	g7649
g6363	JG24_g15815	Mal24_g1313	Cre02.g110400	g7650
g6365	JG24_g15817	Mal24_g1311	Cre02.g110300	g7653
g6368	JG24_g15818	Mal24_g1309	Cre02.g110250	g7654
g6375	JG24_g15825	Mal24_g1302	Cre02.g109950	g7660
g6381	JG24_g15830	Mal24_g1297	Cre02.g109850	g7666
g6382	JG24_g15831	Mal24_g1296	Cre02.g109800	g7667
g6387	JG24_g15835	Mal24_g1292	Cre02.g109600	g7671
g6388	JG24_g15836	Mal24_g1291	Cre02.g109550	g7672
g6390	JG24_g15837	Mal24_g1290	Cre02.g109450	g7674
g6391	JG24_g15838	Mal24_g1289	Cre02.g109400	g7675
g6394	JG24_g15841	Mal24_g1286	Cre02.g109250	g7678
g6395	JG24_g15842	Mal24_g1285	Cre02.g109200	g7679
g6402	JG24_g15848	Mal24_g1278	Cre02.g108900	g7688
g6403	JG24_g15849	Mal24_g1277	Cre02.g108850	g7689
g6407	JG24_g15857	Mal24_g1270	Cre02.g108450	g7695
g6408	JG24_g15858	Mal24_g1269	Cre02.g108400	g7696
g6412	JG24_g15862	Mal24_g1265	Cre02.g108250	g7702
g16186	JG24_g15865	Mal24_g1262	Cre02.g108150	g7704
g16187	JG24_g15866	Mal24_g1261	Cre02.g108100	g7705
g16188	JG24_g15867	Mal24_g1260	Cre02.g108050	g7706
g16190	JG24_g15869	Mal24_g1258	Cre02.g107950	g7708
g16192	JG24_g15871	Mal24_g1256	Cre02.g107850	g7710
g16194	JG24_g15874	Mal24_g1254	Cre02.g107750	g7712
g16197	JG24_g15877	Mal24_g1251	Cre02.g107600	g7715
g16198	JG24_g15878	Mal24_g1250	Cre02.g107550	g7716
g16201	JG24_g15881	Mal24_g1247	Cre02.g107450	g7719
g16203	JG24_g15883	Mal24_g1242	Cre02.g107350	g7721
g16204	JG24_g15884	Mal24_g1241	Cre02.g107300	g7722
g16209	JG24_g15889	Mal24_g1235	Cre02.g107050	g7726
g16210	JG24_g15890	Mal24_g1234	Cre02.g107000	g7727
g16211	JG24_g15892	Mal24_g1232	Cre02.g106950	g7728
g16213	JG24_g15894	Mal24_g1230	Cre02.g106850	g7730
g16215	JG24_g15896	Mal24_g1228	Cre02.g106750	g7732
g16218	JG24_g15899	Mal24_g1225	Cre02.g106600	g7735
g16219	JG24_g15900	Mal24_g1224	Cre02.g106550	g7736
g16220	JG24_g15901	Mal24_g1223	Cre02.g106500	g7737
g16223	JG24_g15903	Mal24_g1221	Cre02.g106350	g7740
g16224	JG24_g15904	Mal24_g1220	Cre02.g106300	g7741
g16226	JG24_g15906	Mal24_g1218	Cre02.g106200	g7743
g16227	JG24_g15907	Mal24_g1211	Cre02.g106150	g7747
g16231	JG24_g15910	Mal24_g1207	Cre02.g105950	g7751
g16233	JG24_g15914	Mal24_g1203	Cre02.g105700	g7755
g16234	JG24_g15915	Mal24_g1202	Cre02.g105650	g7756
g16235	JG24_g15916	Mal24_g1201	Cre02.g105600	g7758
g16237	JG24_g15918	Mal24_g1199	Cre02.g105500	g7760
g16241	JG24_g15922	Mal24_g1195	Cre02.g105350	g7764
g16242	JG24_g15923	Mal24_g1194	Cre02.g105300	g7765
g16247	JG24_g15930	Mal24_g1189	Cre02.g105150	g7770
g16248	JG24_g15931	Mal24_g1188	Cre02.g105100	g7771
g16252	JG24_g15935	Mal24_g1184	Cre02.g104900	g7775
g16257	JG24_g15940	Mal24_g1179	Cre02.g104600	g7781
g16258	JG24_g15941	Mal24_g1178	Cre02.g104550	g7782
g16259	JG24_g15942	Mal24_g1177	Cre02.g104500	g7783
g16266	JG24_g15945	Mal24_g1173	Cre02.g104350	g7786
g16269	JG24_g15948	Mal24_g1170	Cre02.g104201	g7789
g16271	JG24_g15950	Mal24_g1168	Cre02.g104100	g7792
g16272	JG24_g15951	Mal24_g1167	Cre02.g104050	g7793
g16274	JG24_g15953	Mal24_g1165	Cre02.g103950	g7795
g16276	JG24_g15956	Mal24_g1163	Cre02.g103850	g7798
g16281	JG24_g15963	Mal24_g1159	Cre02.g103750	g7802
g16285	JG24_g15969	Mal24_g1153	Cre02.g103550	g7806
g16286	JG24_g15970	Mal24_g1152	Cre02.g103500	g7807
g16287	JG24_g15971	Mal24_g1151	Cre02.g103450	g7808
g16300	JG24_g15981	Mal24_g1137	Cre02.g103100	g7816
g16301	JG24_g15982	Mal24_g1136	Cre02.g103050	g7817
g16302	JG24_g15983	Mal24_g1135	Cre02.g103000	g7818
g16303	JG24_g15984	Mal24_g1134	Cre02.g102950	g7819
g16306	JG24_g15988	Mal24_g1129	Cre02.g102800	g7822
g16315	JG24_g15996	Mal24_g1121	Cre02.g102500	g7831
g16317	JG24_g15998	Mal24_g1119	Cre02.g102450	g7833
g16318	JG24_g15999	Mal24_g1118	Cre02.g102400	g7834
g16319	JG24_g16000	Mal24_g1117	Cre02.g102350	g7835
g16320	JG24_g16001	Mal24_g1116	Cre02.g102300	g7836
g16321	JG24_g16002	Mal24_g1115	Cre02.g102250	g7837
g16322	JG24_g16004	Mal24_g1114	Cre02.g102100	g7838
g16324	JG24_g16007	Mal24_g1112	Cre02.g102000	g7840
g16325	JG24_g16008	Mal24_g1111	Cre02.g101950	g7841
g16327	JG24_g16010	Mal24_g1109	Cre02.g101850	g7843
g16328	JG24_g16011	Mal24_g1108	Cre02.g101800	g7844
g16329	JG24_g16012	Mal24_g1107	Cre02.g086400	g7845
g16330	JG24_g16013	Mal24_g1106	Cre02.g101750	g7846
g16331	JG24_g16014	Mal24_g1105	Cre02.g101700	g7847
g16332	JG24_g16015	Mal24_g1104	Cre02.g101650	g7848
g16337	JG24_g16021	Mal24_g1097	Cre02.g101400	g7852
g16338	JG24_g16022	Mal24_g1096	Cre02.g101350	g7853
g16351	JG24_g16028	Mal24_g1086	Cre02.g101100	g7859
g16348	JG24_g16030	Mal24_g1089	Cre02.g101000	g7861
g16358	JG24_g16037	Mal24_g1080	Cre02.g800220	g7874
g16363	JG24_g16042	Mal24_g1075	Cre02.g100300	g7879
g16364	JG24_g16043	Mal24_g1070	Cre02.g100250	g7880
g16365	JG24_g16044	Mal24_g1069	Cre02.g100200	g7881
g16369	JG24_g16047	Mal24_g1065	Cre02.g100000	g7885
g16372	JG24_g16053	Mal24_g1062	Cre02.g099850	g7889
g16373	JG24_g16054	Mal24_g1061	Cre02.g099800	g7890
g16378	JG24_g16058	Mal24_g1058	Cre02.g099650	g7893
g16382	JG24_g16063	Mal24_g1054	Cre02.g099500	g7897
g16388	JG24_g16068	Mal24_g1050	Cre02.g099300	g7901
g6067	JG24_g16071	Mal24_g1047	Cre02.g099150	g7904
g6060	JG24_g16075	Mal24_g1044	Cre02.g099000	g9490
g6057	JG24_g16078	Mal24_g1041	Cre02.g098850	g9493
g6056	JG24_g16079	Mal24_g1040	Cre02.g098800	g9494
g6053	JG24_g16083	Mal24_g1037	Cre02.g098650	g9499
g6054	JG24_g16084	Mal24_g1038	Cre02.g098600	g9500
g6048	JG24_g16087	Mal24_g1032	Cre02.g098450	g9503
g6045	JG24_g16091	Mal24_g1029	Cre02.g098300	g9506
g6044	JG24_g16092	Mal24_g1028	Cre02.g098250	g9507
g6039	JG24_g16095	Mal24_g1025	Cre02.g098100	g9510
g6035	JG24_g16103	Mal24_g1021	Cre02.g097900	g9514
g6033	JG24_g16106	Mal24_g1019	Cre02.g097800	g9516
g6032	JG24_g16107	Mal24_g1017	Cre02.g097650	g9517
g6030	JG24_g16109	Mal24_g1015	Cre02.g097550	g9519
g57	JG24_g16112	Mal24_g17373	Cre11.g482650	g2421
g65	JG24_g16118	Mal24_g17379	Cre11.g482850	g2415
g94	JG24_g16129	Mal24_g17393	Cre11.g483400	g2405
g6087	JG24_g16139	Mal24_g13564	Cre03.g143827	g10765
g6085	JG24_g16141	Mal24_g13562	Cre03.g143867	g10767
g6084	JG24_g16142	Mal24_g13561	Cre03.g143887	g10768
g6083	JG24_g16143	Mal24_g13560	Cre03.g143907	g10769
g6080	JG24_g16146	Mal24_g13557	Cre03.g143967	g10772
g6076	JG24_g16150	Mal24_g13553	Cre03.g144064	g10775
g6072	JG24_g16155	Mal24_g13548	Cre03.g144164	g10780
g6071	JG24_g16156	Mal24_g13547	Cre03.g144184	g10781
g16395	JG24_g16169	Mal24_g13539	Cre03.g144324	g10788
g16398	JG24_g16172	Mal24_g13536	Cre03.g144364	g10793
g16401	JG24_g16177	Mal24_g13532	Cre03.g144484	g10797
g16402	JG24_g16178	Mal24_g13531	Cre03.g144504	g10798
g16406	JG24_g16183	Mal24_g13527	Cre03.g144564	g10805
g16409	JG24_g16186	Mal24_g13524	Cre03.g144627	g10808
g16410	JG24_g16187	Mal24_g13523	Cre03.g144647	g10809
g16411	JG24_g16188	Mal24_g13522	Cre03.g144667	g10810
g16414	JG24_g16191	Mal24_g13519	Cre03.g144707	g10814
g16418	JG24_g16195	Mal24_g13514	Cre03.g144787	g10818
g16419	JG24_g16196	Mal24_g13513	Cre03.g144807	g10819
g16420	JG24_g16197	Mal24_g13512	Cre03.g144827	g10820
g16421	JG24_g16198	Mal24_g13511	Cre03.g144847	g10821
g16439	JG24_g16201	Mal24_g13493	Cre03.g145267	g10838
g16438	JG24_g16202	Mal24_g13494	Cre03.g145247	g10837
g16436	JG24_g16204	Mal24_g13496	Cre03.g145207	g10835
g16434	JG24_g16206	Mal24_g13498	Cre03.g145127	g10833
g16433	JG24_g16207	Mal24_g13499	Cre03.g145107	g10832
g16431	JG24_g16209	Mal24_g13501	Cre03.g145027	g10829
g17310	JG24_g16213	Mal24_g1827	Cre14.g619825	g7923
g17315	JG24_g16222	Mal24_g1833	Cre14.g619550	g7929
g17318	JG24_g16223	Mal24_g1837	Cre14.g619450	g7937
g17320	JG24_g16225	Mal24_g1839	Cre14.g619350	g7939
g17321	JG24_g16226	Mal24_g1840	Cre14.g619300	g7940
g17323	JG24_g16227	Mal24_g1841	Cre14.g619250	g7941
g17324	JG24_g16229	Mal24_g1842	Cre14.g619166	g7944
g17325	JG24_g16230	Mal24_g1843	Cre14.g619133	g7945
g17326	JG24_g16231	Mal24_g1844	Cre14.g619100	g7946
g17327	JG24_g16232	Mal24_g1845	Cre14.g619050	g7947
g17335	JG24_g16239	Mal24_g1853	Cre14.g618700	g7957
g17342	JG24_g16244	Mal24_g1862	Cre14.g618400	g7965
g17349	JG24_g16252	Mal24_g1873	Cre14.g618050	g7972
g17351	JG24_g16254	Mal24_g1875	Cre14.g617950	g7974
g17352	JG24_g16255	Mal24_g1876	Cre14.g617900	g7975
g17355	JG24_g16257	Mal24_g1878	Cre14.g617826	g7977
g17356	JG24_g16258	Mal24_g1879	Cre14.g617800	g7978
g17358	JG24_g16260	Mal24_g1881	Cre14.g617700	g7980
g17360	JG24_g16262	Mal24_g1883	Cre14.g617600	g7982
g17361	JG24_g16263	Mal24_g1884	Cre14.g617550	g7983
g17362	JG24_g16264	Mal24_g1885	Cre14.g617500	g7984
g17365	JG24_g16267	Mal24_g1888	Cre14.g617350	g7987
g17367	JG24_g16269	Mal24_g1890	Cre14.g617250	g7989
g17374	JG24_g16274	Mal24_g1895	Cre14.g617100	g7993
g17379	JG24_g16276	Mal24_g1897	Cre14.g616950	g8002
g17380	JG24_g16278	Mal24_g1899	Cre14.g616900	g8003
g17397	JG24_g16284	Mal24_g1921	Cre14.g616250	g14575
g17395	JG24_g16287	Mal24_g1919	Cre14.g616350	g14573
g17387	JG24_g16294	Mal24_g1903	Cre14.g616700	g8007
g17405	JG24_g16297	Mal24_g1930	Cre14.g616100	g12798
g17409	JG24_g16300	Mal24_g1935	Cre14.g615950	g12803
g17412	JG24_g16303	Mal24_g1937	Cre14.g615850	g12805
g17414	JG24_g16307	Mal24_g1941	Cre14.g615750	g12807
g17420	JG24_g16315	Mal24_g1951	Cre14.g615400	g12813
g17421	JG24_g16316	Mal24_g1952	Cre14.g615350	g12814
g17424	JG24_g16318	Mal24_g1954	Cre14.g615250	g12815
g17425	JG24_g16320	Mal24_g1956	Cre14.g615200	g12816
g17427	JG24_g16322	Mal24_g1958	Cre14.g615100	g12818
g17429	JG24_g16323	Mal24_g1960	Cre14.g615050	g12819
g17430	JG24_g16324	Mal24_g1961	Cre14.g615000	g12820
g17434	JG24_g16327	Mal24_g1963	Cre14.g614900	g12822
g17446	JG24_g16337	Mal24_g1973	Cre14.g614350	g12832
g17447	JG24_g16338	Mal24_g1974	Cre14.g614300	g12833
g17448	JG24_g16341	Mal24_g1975	Cre14.g614250	g12834
g17450	JG24_g16343	Mal24_g1978	Cre14.g614100	g12841
g17451	JG24_g16345	Mal24_g1979	Cre14.g614050	g12842
g17453	JG24_g16347	Mal24_g1981	Cre14.g613950	g12844
g17454	JG24_g16350	Mal24_g1983	Cre14.g613900	g12847
g17455	JG24_g16351	Mal24_g1984	Cre14.g613850	g12848
g17464	JG24_g16371	Mal24_g1991	Cre14.g613350	g1163
g17473	JG24_g16385	Mal24_g2002	Cre14.g612800	g1151
g2160	JG24_g16390	Mal24_g2007	Cre14.g612500	g13147
g2161	JG24_g16391	Mal24_g2008	Cre14.g612450	g13146
g2162	JG24_g16392	Mal24_g2009	Cre14.g612300	g15059
g2163	JG24_g16393	Mal24_g2010	Cre14.g612250	g13145
g2167	JG24_g16399	Mal24_g2019	Cre14.g612000	g13133
g2168	JG24_g16400	Mal24_g2020	Cre14.g611950	g13132
g2170	JG24_g16402	Mal24_g2024	Cre14.g611850	g13130
g2172	JG24_g16404	Mal24_g2027	Cre14.g611750	g13128
g2175	JG24_g16410	Mal24_g2031	Cre14.g611517	g13123
g2176	JG24_g16411	Mal24_g2032	Cre14.g611484	g13121
g2178	JG24_g16413	Mal24_g2034	Cre14.g611400	g13119
g2180	JG24_g16416	Mal24_g2037	Cre14.g611300	g13117
g2181	JG24_g16417	Mal24_g2038	Cre14.g611250	g13116
g2182	JG24_g16418	Mal24_g2039	Cre14.g611200	g13115
g2184	JG24_g16420	Mal24_g2041	Cre14.g611100	g13113
g2186	JG24_g16422	Mal24_g2043	Cre14.g610950	g13111
g2187	JG24_g16423	Mal24_g2044	Cre14.g610900	g13110
g2192	JG24_g16425	Mal24_g2048	Cre14.g610750	g13108
g2207	JG24_g16448	Mal24_g2069	Cre14.g610000	g10258
g2213	JG24_g16454	Mal24_g2076	Cre14.g609650	g10251
g2216	JG24_g16455	Mal24_g2078	Cre14.g609600	g10250
g2221	JG24_g16459	Mal24_g2082	Cre14.g609400	g10246
g2223	JG24_g16462	Mal24_g2084	Cre14.g609300	g10244
g2232	JG24_g16472	Mal24_g2093	Cre14.g608850	g10237
g2233	JG24_g16473	Mal24_g2095	Cre14.g608800	g10236
g8293	JG24_g16486	Mal24_g8413	Cre06.g263800	g4461
g8294	JG24_g16488	Mal24_g8411	Cre06.g263850	g4462
g8296	JG24_g16490	Mal24_g8409	Cre06.g263950	g4465
g8297	JG24_g16491	Mal24_g8408	Cre06.g264000	g4466
g8298	JG24_g16492	Mal24_g8392	Cre06.g264050	g4467
g8301	JG24_g16495	Mal24_g8389	Cre06.g264200	g4470
g8302	JG24_g16496	Mal24_g8388	Cre06.g264250	g4471
g8303	JG24_g16497	Mal24_g8387	Cre06.g264300	g4472
g8304	JG24_g16498	Mal24_g8386	Cre06.g264350	g4473
g8308	JG24_g16501	Mal24_g8382	Cre06.g264550	g4477
g8319	JG24_g16515	Mal24_g8371	Cre06.g265100	g4486
g8345	JG24_g16522	Mal24_g8350	Cre06.g265550	g4494
g8338	JG24_g16526	Mal24_g8357	Cre06.g265850	g4501
g8337	JG24_g16527	Mal24_g8358	Cre06.g265900	g4502
g8331	JG24_g16532	Mal24_g8364	Cre06.g266500	g4507
g8348	JG24_g16540	Mal24_g8345	Cre06.g266800	g4515
g8350	JG24_g16542	Mal24_g8343	Cre06.g266900	g4517
g8354	JG24_g16546	Mal24_g8339	Cre06.g267100	g4521
g8355	JG24_g16547	Mal24_g8338	Cre06.g267150	g4522
g8356	JG24_g16548	Mal24_g8337	Cre06.g267200	g4523
g8360	JG24_g16551	Mal24_g8331	Cre06.g267300	g4525
g8359	JG24_g16552	Mal24_g8330	Cre06.g267350	g4526
g8363	JG24_g16555	Mal24_g8328	Cre06.g267500	g4534
g8364	JG24_g16556	Mal24_g8327	Cre06.g267550	g4535
g8365	JG24_g16557	Mal24_g8326	Cre06.g267600	g4536
g8366	JG24_g16558	Mal24_g8325	Cre06.g267650	g4537
g8367	JG24_g16559	Mal24_g8324	Cre06.g267700	g4538
