	CREN	CINC	CSCH	JG05	MALA
10863	Cre12.g515500	g11771	g11330	JG24_g2429	Mal24_g5285
10864	Cre12.g515550	g11770	g11329	JG24_g2428	Mal24_g5284
10865	Cre12.g515600	g11769	g11328	JG24_g2427	Mal24_g5283
10866	Cre12.g515650	g11768	g11327	JG24_g2426	Mal24_g5282
10867	Cre12.g515700	g11767	g11326	JG24_g2425	Mal24_g5281
10868	Cre12.g515750	g11766	g11325	JG24_g2424	Mal24_g5280
10869	Cre12.g515850	g11765	g11324	JG24_g2423	Mal24_g5279
10870	Cre12.g515900	g11764	g11323	JG24_g2422	Mal24_g5278
10871	Cre12.g515901	g11763	g11322	JG24_g2421	Mal24_g5277
10872	Cre12.g515950	g2629	g11321	JG24_g14496	Mal24_g12856
10873	Cre12.g515950	g2629	g11321	JG24_g14496	Mal24_g15822
10874	Cre12.g515950	g2629	g11321	JG24_g14496	Mal24_g5276
10875	Cre12.g515950	g2629	g11321	JG24_g2251	Mal24_g12856
10876	Cre12.g515950	g2629	g11321	JG24_g2251	Mal24_g15822
10877	Cre12.g515950	g2629	g11321	JG24_g2251	Mal24_g5276
10878	Cre12.g515950	g2629	g11321	JG24_g2420	Mal24_g12856
10879	Cre12.g515950	g2629	g11321	JG24_g2420	Mal24_g15822
10880	Cre12.g515950	g2629	g11321	JG24_g2420	Mal24_g5276
10881	Cre12.g516000		g11320	JG24_g2419	Mal24_g5275
10882	Cre12.g516050	g11761	g11319	JG24_g2418	Mal24_g5274
10883	Cre12.g516100	g11760	g11318	JG24_g2417	Mal24_g5273
10884	Cre12.g516150	g11759	g11317	JG24_g2416	Mal24_g5272
10885	Cre12.g516200	g11758	g11316	JG24_g2415	Mal24_g5271
10886	Cre12.g516250	g11757	g11315	JG24_g2414	Mal24_g5270
10887	Cre12.g516300	g11756	g11525	JG24_g808	Mal24_g5269
10888	Cre12.g516333	g11755		JG24_g2413	Mal24_g3595
10889	Cre12.g516333	g11755		JG24_g2413	Mal24_g5268
10890	Cre12.g516350	g11754	g11313	JG24_g2412	Mal24_g5267
10891	Cre12.g516400	g11753	g11312	JG24_g2411	Mal24_g5266
10892	Cre12.g516450	g11752	g11311	JG24_g2410	Mal24_g5265
10893	Cre12.g516500	g11751	g11310	JG24_g2409	Mal24_g5264
10894	Cre12.g516500	g11751	g11310	JG24_g9133	Mal24_g5264
10895	Cre12.g516550	g11750	g11309	JG24_g2408	Mal24_g5263
10896	Cre12.g516600	g11748	g11308	JG24_g2407	Mal24_g5262
10897	Cre12.g516650		g11307	JG24_g2404	Mal24_g5261
10898	Cre12.g516650		g11307	JG24_g3994	Mal24_g5261
10899	Cre12.g516750		g11306	JG24_g2403	Mal24_g5260
10900	Cre12.g516800			JG24_g2402	Mal24_g5259
10901	Cre12.g516851			JG24_g10913	Mal24_g2518
10902	Cre12.g516900			JG24_g2401	Mal24_g5258
10903	Cre12.g516950		g11302	JG24_g2400	Mal24_g5257
10904	Cre12.g517000	g11746		JG24_g2399	Mal24_g5255
10905	Cre12.g517050		g11300	JG24_g2398	Mal24_g5254
10906	Cre12.g517100	g11744	g11299	JG24_g2397	Mal24_g5253
10907	Cre12.g517150	g11743	g11298	JG24_g2396	Mal24_g5252
10908	Cre12.g517200	g11742	g11297	JG24_g2395	
10909	Cre12.g517250	g11741			
10910	Cre12.g517250	g7631			
10911	Cre12.g517300	g11740	g11295	JG24_g2394	Mal24_g5250
10912	Cre12.g517300	g11740	g13675	JG24_g2394	Mal24_g5250
10913	Cre12.g517350	g11739	g11294	JG24_g2393	Mal24_g5249
10914	Cre12.g517400	g11738	g11293	JG24_g2392	Mal24_g5248
10915	Cre12.g517451		g11292	JG24_g2391	Mal24_g5247
10916	Cre12.g517500	g11736	g11291	JG24_g2390	Mal24_g5246
10917	Cre12.g517550	g11735			
10918	Cre12.g517600	g11734	g11289	JG24_g2388	Mal24_g5244
10919	Cre12.g517650	g11733	g11288		Mal24_g5243
10920	Cre12.g517681				Mal24_g12695
10921	Cre12.g517700	g11732	g11287	JG24_g2386	Mal24_g5242
10922	Cre12.g517800	g11730	g11285	JG24_g2384	Mal24_g5240
10923	Cre12.g517850	g17217	g11286	JG24_g2383	Mal24_g5239
10924	Cre12.g517900	g17218	g11283	JG24_g2380	Mal24_g5238
10925	Cre12.g518050	g17219	g11282	JG24_g2379	Mal24_g5237
10926	Cre12.g518050	g17221	g11282	JG24_g2379	Mal24_g5237
10927	Cre12.g518107	g17223	g11281	JG24_g2378	Mal24_g5236
10928	Cre12.g518150	g17224	g11280		Mal24_g5235
10929	Cre12.g518200	g17225	g11279	JG24_g2376	Mal24_g5234
10930	Cre12.g518300	g17226	g11278	JG24_g2375	Mal24_g5233
10931	Cre12.g518350	g17228	g11273	JG24_g2373	Mal24_g5231
10932	Cre12.g518400				Mal24_g5230
10933	Cre12.g518450	g4300		JG24_g11087	Mal24_g7721
10934	Cre12.g518500	g17231	g11271	JG24_g2371	Mal24_g5229
10935	Cre12.g518550	g17232	g11270	JG24_g2370	Mal24_g5228
10936	Cre12.g518645			JG24_g2369	Mal24_g5227
10937	Cre12.g518650	g17233	g11269	JG24_g2368	Mal24_g5226
10938	Cre12.g518700	g17235	g11268	JG24_g2367	Mal24_g5223
10939	Cre12.g518750	g17236			Mal24_g5225
10940	Cre12.g518772	g17237			
10941	Cre12.g518800	g17238	g11265	JG24_g2365	Mal24_g5221
10942	Cre12.g518851	g17239			
10943	Cre12.g518900	g17240	g11263	JG24_g2363	Mal24_g5219
10944	Cre12.g518950	g17241	g11262	JG24_g2362	Mal24_g5218
10945	Cre12.g519000	g17242	g11261	JG24_g2361	Mal24_g5217
10946	Cre12.g519050	g17243	g11260	JG24_g2360	Mal24_g5216
10947	Cre12.g519100	g17244	g11259	JG24_g2359	Mal24_g5215
10948	Cre12.g519150	g17245	g11258	JG24_g2358	Mal24_g5214
10949	Cre12.g519180	g17246	g11257	JG24_g2357	Mal24_g5213
10950	Cre12.g519300	g17247	g11256	JG24_g2356	Mal24_g5212
10951	Cre12.g519350	g17248	g11255	JG24_g2355	Mal24_g5211
10952	Cre12.g519450		g11254	JG24_g2354	Mal24_g5210
10953	Cre12.g519500	g17250	g11253	JG24_g2353	Mal24_g5209
10954	Cre12.g519550	g17251		JG24_g2352	Mal24_g5208
10955	Cre12.g519600			JG24_g13770	Mal24_g5207
10956	Cre12.g519651			JG24_g2349	Mal24_g5206
10957	Cre12.g519850	g17258	g11248	JG24_g2345	Mal24_g5203
10958	Cre12.g519900	g17259	g11247	JG24_g2344	Mal24_g5202
10959	Cre12.g519950	g17260	g11246	JG24_g2343	Mal24_g5201
10960	Cre12.g520000	g17261	g11245	JG24_g2342	Mal24_g5200
10961	Cre12.g520050	g17262	g11244	JG24_g2340	Mal24_g5198
10962	Cre12.g520100	g17263	g11243	JG24_g2339	Mal24_g5197
10963	Cre12.g520150	g17264		JG24_g2338	Mal24_g5196
10964	Cre12.g520173	g17265		JG24_g2337	Mal24_g5195
10965	Cre12.g520200	g17266	g11241	JG24_g2336	Mal24_g5194
10966	Cre12.g520200	g17266	g11241	JG24_g2336	Mal24_g5194
10967	Cre12.g520250	g17267	g11240	JG24_g2335	Mal24_g5193
10968	Cre12.g520300	g17268	g11239	JG24_g18412	Mal24_g5192
10969	Cre12.g520300	g17268	g11239	JG24_g2334	Mal24_g5192
10970	Cre12.g520350	g17269	g11238	JG24_g2333	Mal24_g5191
10971	Cre12.g520400	g17270	g11237	JG24_g2332	Mal24_g5190
10972	Cre12.g520450	g17271	g11236	JG24_g2331	Mal24_g5189
10973	Cre12.g520450	g17271	g11236	JG24_g2331	Mal24_g5189
10974	Cre12.g520500	g17272	g11235	JG24_g2329	Mal24_g5188
10975	Cre12.g520550	g17276	g11234	JG24_g2328	Mal24_g5187
10976	Cre12.g520600	g17277	g11233	JG24_g2327	Mal24_g5186
10977	Cre12.g520650	g17278	g11232	JG24_g2326	Mal24_g5185
10978	Cre12.g520800		g3800		
10979	Cre12.g520850	g17279	g11230	JG24_g2325	Mal24_g5184
10980	Cre12.g520900		g11229		Mal24_g5183
10981	Cre12.g520950	g17274	g11228	JG24_g2323	Mal24_g5182
10982	Cre12.g520950	g17281	g11228	JG24_g2323	Mal24_g5182
10983	Cre12.g521000	g17282	g11227	JG24_g2322	Mal24_g5181
10984	Cre12.g521050		g11226		Mal24_g5180
10985	Cre12.g521100	g17284	g11225	JG24_g2320	Mal24_g5179
10986	Cre12.g521150	g17285	g11224	JG24_g2319	Mal24_g5178
10987	Cre12.g521200	g17286	g11223	JG24_g2318	Mal24_g5177
10988	Cre12.g521250	g17287	g11222	JG24_g2317	Mal24_g5176
10989	Cre12.g521300	g17288	g11221	JG24_g2316	Mal24_g5174
10990	Cre12.g521350	g17289	g11220	JG24_g2315	Mal24_g5173
10991	Cre12.g521400	g17290	g11219	JG24_g2314	Mal24_g5172
10992	Cre12.g521450	g17291	g11218	JG24_g2313	Mal24_g5171
10993	Cre12.g521500	g17292	g11217	JG24_g2312	Mal24_g5170
10994	Cre12.g521550	g17295	g11214	JG24_g2310	Mal24_g5166
10995	Cre12.g521600	g17296	g11213	JG24_g2309	Mal24_g5165
10996	Cre12.g521700	g17298	g11211	JG24_g2307	Mal24_g5163
10997	Cre12.g521750	g17299	g11210	JG24_g11808	Mal24_g5162
10998	Cre12.g521800	g17300	g11209	JG24_g11809	Mal24_g5161
10999	Cre12.g521851		g11208	JG24_g11810	Mal24_g5160
11000	Cre12.g521900		g11207	JG24_g11811	Mal24_g5159
11001	Cre12.g521950	g8879	g11206	JG24_g11813	Mal24_g5156
11002	Cre12.g522000		g11204	JG24_g11816	Mal24_g5155
11003	Cre12.g522050		g11203	JG24_g11817	Mal24_g5154
11004	Cre12.g522100	g17306	g11202	JG24_g11818	Mal24_g5153
11005	Cre12.g522150	g17307	g11198	JG24_g11821	Mal24_g5151
11006	Cre12.g522200	g17308	g11197	JG24_g11822	Mal24_g5150
11007	Cre12.g522250	g17309	g11196	JG24_g11823	Mal24_g5149
11008	Cre12.g522300	g17310	g11195	JG24_g11824	Mal24_g5148
11009	Cre12.g522350	g17311	g11194	JG24_g11825	Mal24_g5147
11010	Cre12.g522400	g17312	g11193	JG24_g11826	Mal24_g5146
11011	Cre12.g522450	g17313	g11192	JG24_g11827	Mal24_g5145
11012	Cre12.g522500	g17314	g11191		Mal24_g5144
11013	Cre12.g522550	g17316	g11190	JG24_g11829	Mal24_g5143
11014	Cre12.g522600	g17317	g11189	JG24_g11830	Mal24_g5142
11015	Cre12.g522650	g17318	g11188	JG24_g11831	Mal24_g5141
11016	Cre12.g522700	g17319	g11187	JG24_g11832	Mal24_g5136
11017	Cre12.g522750		g11186	JG24_g11833	Mal24_g5135
11018	Cre12.g522800	g17321	g11185	JG24_g11835	Mal24_g5133
11019	Cre12.g522850	g17322	g11184	JG24_g11836	Mal24_g5132
11020	Cre12.g522900	g17323	g11183	JG24_g11837	Mal24_g5131
11021	Cre12.g522950	g17324	g11182	JG24_g11838	Mal24_g5130
11022	Cre12.g523000			JG24_g11839	Mal24_g5127
11023	Cre12.g523050	g17327	g11180	JG24_g11840	Mal24_g5126
11024	Cre12.g523100	g17328	g11179	JG24_g11843	Mal24_g5125
11025	Cre12.g523150	g17329	g11178	JG24_g11844	Mal24_g5124
11026	Cre12.g523200	g17330	g11177	JG24_g11845	Mal24_g5123
11027	Cre12.g523250	g17331	g11176	JG24_g11846	Mal24_g5122
11028	Cre12.g523300	g17332	g11174	JG24_g11847	Mal24_g5120
11029	Cre12.g523340				Mal24_g4476
11030	Cre12.g523400	g17333	g11173	JG24_g11848	Mal24_g5119
11031	Cre12.g523500	g17334	g11172	JG24_g11849	Mal24_g5118
11032	Cre12.g523550		g11171		Mal24_g5117
11033	Cre12.g523600	g17336			
11034	Cre12.g523650	g17349	g11161		Mal24_g5107
11035	Cre12.g523700		g11162	JG24_g11860	Mal24_g5108
11036	Cre12.g523750	g17347	g11163	JG24_g11859	Mal24_g5109
11037	Cre12.g523800	g17346	g11164		
11038	Cre12.g523832			JG24_g11858	Mal24_g5110
11039	Cre12.g523850	g17345	g11165	JG24_g11857	Mal24_g5111
11040	Cre12.g523950	g17343	g11167	JG24_g11855	Mal24_g5113
11041	Cre12.g524000			JG24_g11854	Mal24_g5114
11042	Cre12.g524050	g17338	g11169	JG24_g11853	Mal24_g5115
11043	Cre12.g524100	g17337	g11170	JG24_g11852	Mal24_g5116
11044	Cre12.g524150	g17350	g11160	JG24_g11862	
11045	Cre12.g524200	g17351		JG24_g11863	Mal24_g5106
11046	Cre12.g524250	g17353	g11157	JG24_g11866	Mal24_g5104
11047	Cre12.g524300	g17354	g11156	JG24_g11867	Mal24_g5103
11048	Cre12.g524350	g17355	g11155	JG24_g11868	Mal24_g5102
11049	Cre12.g524400	g17356	g11154	JG24_g11869	Mal24_g5101
11050	Cre12.g524450	g17357	g11153	JG24_g11870	Mal24_g5100
11051	Cre12.g524500	g17358	g11152	JG24_g11871	Mal24_g5099
11052	Cre12.g524550	g17359	g11151	JG24_g11872	Mal24_g5098
11053	Cre12.g524600	g17362	g11149	JG24_g11874	Mal24_g5096
11054	Cre12.g524650	g17363	g11148	JG24_g11875	Mal24_g5095
11055	Cre12.g524700	g17364	g11147	JG24_g11876	Mal24_g5094
11056	Cre12.g524750			JG24_g9842	
11057	Cre12.g524800	g17365	g11146	JG24_g11877	Mal24_g5093
11058	Cre12.g524850	g4497	g16048	JG24_g6618	
11059	Cre12.g524850	g4497	g16048	JG24_g6759	
11060	Cre12.g524900		g11145	JG24_g11878	Mal24_g5092
11061	Cre12.g524950	g17367	g11144	JG24_g11879	Mal24_g5091
11062	Cre12.g525050	g17371	g11142	JG24_g11881	Mal24_g5089
11063	Cre12.g525100	g17372	g11141	JG24_g11882	Mal24_g5088
11064	Cre12.g525150	g17373	g11140	JG24_g11883	Mal24_g5087
11065	Cre12.g525200	g17374	g11139	JG24_g11884	Mal24_g5086
11066	Cre12.g525300	g17375	g11138	JG24_g11886	Mal24_g5084
11067	Cre12.g525350	g4273		JG24_g13353	Mal24_g11576
11068	Cre12.g525350	g4273		JG24_g13353	Mal24_g11579
11069	Cre12.g525350	g5863		JG24_g13353	Mal24_g11576
11070	Cre12.g525350	g5863		JG24_g13353	Mal24_g11579
11071	Cre12.g525400	g17376	g11137	JG24_g11887	Mal24_g5081
11072	Cre12.g525450	g17377	g11136	JG24_g11889	Mal24_g5080
11073	Cre12.g525500	g17378	g11135	JG24_g11890	Mal24_g5078
11074	Cre12.g525550		g11134	JG24_g11891	Mal24_g5077
11075	Cre12.g525600	g17380	g11133	JG24_g11892	Mal24_g5076
11076	Cre12.g525650	g17381	g11132	JG24_g11893	Mal24_g5075
11077	Cre12.g525700	g17382		JG24_g11894	Mal24_g5074
11078	Cre12.g526326		g11131		
11079	Cre12.g526500		g262	JG24_g18821	
11080	Cre12.g526650	g14749		JG24_g12976	Mal24_g3710
11081	Cre12.g526700	g17383	g11130	JG24_g11895	Mal24_g5073
11082	Cre12.g526701	g17384	g11129		Mal24_g5072
11083	Cre12.g526750	g17385	g11128	JG24_g11897	Mal24_g5071
11084	Cre12.g526800	g17386	g11127	JG24_g11898	Mal24_g5070
11085	Cre12.g526850	g17387	g11126	JG24_g11899	Mal24_g5069
11086	Cre12.g526883		g11125		
11087	Cre12.g526950	g17389	g11124	JG24_g11902	Mal24_g5066
11088	Cre12.g527000	g17390	g11123	JG24_g11903	Mal24_g5065
11089	Cre12.g527050	g17391	g11122	JG24_g11904	Mal24_g5064
11090	Cre12.g527100	g17392	g11121	JG24_g11905	Mal24_g5063
11091	Cre12.g527150	g17393	g11120	JG24_g11906	Mal24_g5062
11092	Cre12.g527200	g17395	g11119	JG24_g11907	
11093	Cre12.g527250	g17396	g11116	JG24_g11908	Mal24_g5060
11094	Cre12.g527250	g17396	g13507	JG24_g11908	Mal24_g5060
11095	Cre12.g527300	g17397	g11115	JG24_g11909	Mal24_g5059
11096	Cre12.g527350	g17398	g11114	JG24_g11910	Mal24_g5058
11097	Cre12.g527400	g17399	g11113	JG24_g11911	Mal24_g5057
11098	Cre12.g527450	g17400	g11112	JG24_g11912	Mal24_g5056
11099	Cre12.g527500	g17401	g11111	JG24_g11913	Mal24_g5055
11100	Cre12.g527550	g17402	g11110	JG24_g11914	Mal24_g5054
11101	Cre12.g527600	g17403	g11109	JG24_g11915	Mal24_g5053
11102	Cre12.g527650	g17404	g11108	JG24_g11916	
11103	Cre12.g527700	g16112	g11107	JG24_g11917	Mal24_g5051
11104	Cre12.g527700	g16112	g11107	JG24_g11917	Mal24_g7575
11105	Cre12.g527700	g17405	g11107	JG24_g11917	Mal24_g5051
11106	Cre12.g527700	g17405	g11107	JG24_g11917	Mal24_g7575
11107	Cre12.g527750	g17406	g11106	JG24_g11918	Mal24_g5050
11108	Cre12.g527800	g17407	g11105	JG24_g11919	Mal24_g5049
11109	Cre12.g527850	g17408	g11104	JG24_g11920	Mal24_g5048
11110	Cre12.g527918	g8243		JG24_g7708	Mal24_g15421
11111	Cre12.g527950	g17409	g11103	JG24_g11921	Mal24_g5047
11112	Cre12.g528000	g17410	g11101	JG24_g11922	Mal24_g5046
11113	Cre12.g528050	g17411	g11100	JG24_g11923	Mal24_g5045
11114	Cre12.g528100	g17412	g11099	JG24_g11924	Mal24_g5044
11115	Cre12.g528150	g17413	g11098	JG24_g11925	Mal24_g5043
11116	Cre12.g528200	g17414	g11097	JG24_g11926	Mal24_g5042
11117	Cre12.g528250	g17415	g11096	JG24_g11927	Mal24_g5041
11118	Cre12.g528300	g17416	g11095	JG24_g11928	Mal24_g5040
11119	Cre12.g528350		g11094	JG24_g11929	Mal24_g5039
11120	Cre12.g528400	g17418	g11093	JG24_g11930	Mal24_g5038
11121	Cre12.g528450	g17419	g11091	JG24_g11931	Mal24_g5037
11122	Cre12.g528500	g17420	g11090	JG24_g11932	Mal24_g5036
11123	Cre12.g528550	g17421		JG24_g11933	Mal24_g5035
11124	Cre12.g528614	g17422	g11088	JG24_g11934	Mal24_g5034
11125	Cre12.g528650	g17423	g11087	JG24_g11935	Mal24_g5033
11126	Cre12.g528700	g17424	g11086	JG24_g11936	Mal24_g5032
11127	Cre12.g528750	g17425	g11085	JG24_g11937	Mal24_g5031
11128	Cre12.g528800	g17426	g11084	JG24_g11938	Mal24_g5030
11129	Cre12.g528850		g11083	JG24_g11939	Mal24_g5027
11130	Cre12.g528900	g17428	g11082	JG24_g11940	Mal24_g5026
11131	Cre12.g528950	g17429	g11081	JG24_g11941	Mal24_g5025
11132	Cre12.g529000		g11080	JG24_g11942	
11133	Cre12.g529050	g17430	g11079	JG24_g11943	Mal24_g5023
11134	Cre12.g529100	g17431	g11078	JG24_g11944	Mal24_g5022
11135	Cre12.g529150	g17432	g11077	JG24_g11945	Mal24_g5021
11136	Cre12.g529200			JG24_g11946	Mal24_g5020
11137	Cre12.g529250		g11075	JG24_g11947	Mal24_g5019
11138	Cre12.g529301		g11074	JG24_g11948	Mal24_g5018
11139	Cre12.g529350	g17436	g11073		Mal24_g5017
11140	Cre12.g529400		g11072	JG24_g11950	Mal24_g5016
11141	Cre12.g529450	g17437	g11071	JG24_g11952	Mal24_g5015
11142	Cre12.g529450	g17437	g11071	JG24_g11952	Mal24_g5015
11143	Cre12.g529450	g17437	g11071	JG24_g11952	Mal24_g5015
11144	Cre12.g529450	g17437	g11071	JG24_g11952	Mal24_g5015
11145	Cre12.g529450	g17437	g11071	JG24_g11952	Mal24_g5015
11146	Cre12.g529450	g17437	g11071	JG24_g11952	Mal24_g5015
11147	Cre12.g529500	g17438	g11070	JG24_g11953	Mal24_g5014
11148	Cre12.g529550	g17439	g11069	JG24_g11954	Mal24_g5013
11149	Cre12.g529600	g17440	g11068	JG24_g11955	Mal24_g5012
11150	Cre12.g529651	g17441	g11067	JG24_g11956	Mal24_g5011
11151	Cre12.g529700	g17443	g11066	JG24_g11957	Mal24_g5010
11152	Cre12.g529725		g11065	JG24_g11958	Mal24_g5009
11153	Cre12.g529800			JG24_g11960	Mal24_g5008
11154	Cre12.g529850	g4621	g11064	JG24_g11961	Mal24_g5007
11155	Cre12.g529950	g4622	g11063	JG24_g11962	Mal24_g5006
11156	Cre12.g530000	g4624	g11061	JG24_g11964	Mal24_g5004
11157	Cre12.g530050	g4625	g11060	JG24_g11965	Mal24_g5003
11158	Cre12.g530100	g4626	g11059	JG24_g11966	Mal24_g5002
11159	Cre12.g530250	g4627	g11058	JG24_g11968	Mal24_g5001
11160	Cre12.g530300	g4628	g11057	JG24_g11970	Mal24_g5000
11161	Cre12.g530350	g4629	g11056	JG24_g11971	Mal24_g4999
11162	Cre12.g530400	g4630	g11055	JG24_g11972	Mal24_g4997
11163	Cre12.g530450	g4631	g11054	JG24_g11973	Mal24_g4996
11164	Cre12.g530550	g4633	g11052	JG24_g11976	Mal24_g4994
11165	Cre12.g530600			JG24_g11977	Mal24_g4993
11166	Cre12.g530650	g4635	g11050	JG24_g11978	Mal24_g4992
11167	Cre12.g530700	g4636		JG24_g11979	Mal24_g4991
11168	Cre12.g530750	g4637		JG24_g11980	Mal24_g4990
11169	Cre12.g530800		g11047	JG24_g11981	Mal24_g4989
11170	Cre12.g530850	g4639	g11046	JG24_g11982	Mal24_g4988
11171	Cre12.g530900	g4640	g11045	JG24_g11983	Mal24_g4987
11172	Cre12.g530934				Mal24_g9882
11173	Cre12.g530950	g4642	g11044	JG24_g11984	Mal24_g4986
11174	Cre12.g531000	g4643	g11043	JG24_g11986	Mal24_g4985
11175	Cre12.g531050	g4644	g11042	JG24_g11987	Mal24_g4984
11176	Cre12.g531100	g4645	g11041	JG24_g11988	Mal24_g4983
11177	Cre12.g531150	g4646	g11040	JG24_g11989	Mal24_g4982
11178	Cre12.g531200	g4647	g11039	JG24_g11990	
11179	Cre12.g531250	g4648	g11038	JG24_g11991	
11180	Cre12.g531350	g1579	g11036	JG24_g11993	Mal24_g4975
11181	Cre12.g531350	g4650	g11036	JG24_g11993	Mal24_g4975
11182	Cre12.g531400	g4653	g11035	JG24_g11994	Mal24_g4974
11183	Cre12.g531450	g4654	g11034	JG24_g11995	Mal24_g4973
11184	Cre12.g531450	g4654	g11034	JG24_g11995	Mal24_g4973
11185	Cre12.g531500	g4655	g11033	JG24_g11996	Mal24_g4972
11186	Cre12.g531550	g4656	g11032	JG24_g11997	Mal24_g4971
11187	Cre12.g531600	g4657	g11031	JG24_g11998	Mal24_g4970
11188	Cre12.g531651		g11030	JG24_g11999	
11189	Cre12.g531700	g4659	g11029	JG24_g12000	Mal24_g4968
11190	Cre12.g531750	g4660	g11028	JG24_g12001	Mal24_g4967
11191	Cre12.g531800	g4661	g11027	JG24_g12002	Mal24_g4966
11192	Cre12.g531850	g4662	g11026	JG24_g12003	Mal24_g4965
11193	Cre12.g531900	g4663	g11025	JG24_g12004	Mal24_g4964
11194	Cre12.g531950	g4664	g11024	JG24_g12005	Mal24_g4963
11195	Cre12.g532000			JG24_g12006	
11196	Cre12.g532050	g4666	g11022		Mal24_g4961
11197	Cre12.g532100	g4667	g11021	JG24_g12007	Mal24_g4960
11198	Cre12.g532200	g4669	g11019	JG24_g12009	Mal24_g4958
11199	Cre12.g532200	g12224	g11019	JG24_g12009	Mal24_g4958
11200	Cre12.g532250	g4670	g11018	JG24_g12011	Mal24_g4957
11201	Cre12.g532300		g11016	JG24_g12012	Mal24_g4956
11202	Cre12.g532327			JG24_g12014	Mal24_g4954
11203	Cre12.g532350	g9759	g11012		
11204	Cre12.g532450	g4674	g11011	JG24_g12034	Mal24_g4951
11205	Cre12.g532500	g4675	g11010	JG24_g12035	Mal24_g4950
11206	Cre12.g532550	g4676	g11009	JG24_g12036	Mal24_g4949
11207	Cre12.g532600	g4677	g11008	JG24_g12037	Mal24_g4948
11208	Cre12.g532650	g4680	g11007	JG24_g12040	Mal24_g4946
11209	Cre12.g532700	g4681	g11006	JG24_g12041	Mal24_g4945
11210	Cre12.g532750	g4683	g11005		Mal24_g4944
11211	Cre12.g532800	g4684	g11003	JG24_g12044	Mal24_g4943
11212	Cre12.g532850		g11001	JG24_g12045	Mal24_g4941
11213	Cre12.g532900	g12994			Mal24_g4155
11214	Cre12.g532950	g4690	g11002	JG24_g12046	Mal24_g4942
11215	Cre12.g533000	g4691	g11000	JG24_g12047	Mal24_g4939
11216	Cre12.g533050	g4692	g10999	JG24_g12048	Mal24_g4938
11217	Cre12.g533100	g4693	g10998	JG24_g12049	Mal24_g4937
11218	Cre12.g533150	g4694	g10996	JG24_g12051	Mal24_g4936
11219	Cre12.g533201	g4695	g10995	JG24_g12052	Mal24_g4935
11220	Cre12.g533250	g4696		JG24_g12053	Mal24_g4934
11221	Cre12.g533300	g4697	g10993		Mal24_g4932
11222	Cre12.g533351	g4698	g10992	JG24_g12055	Mal24_g4931
11223	Cre12.g533400		g10989	JG24_g12057	Mal24_g4928
11224	Cre12.g533450				Mal24_g6858
11225	Cre12.g533500	g4701	g10990	JG24_g12058	Mal24_g4929
11226	Cre12.g533550	g4702	g10991	JG24_g12059	Mal24_g4930
11227	Cre12.g533600	g4703	g10988	JG24_g12060	Mal24_g4927
11228	Cre12.g533650	g4705	g10987	JG24_g12061	Mal24_g4926
11229	Cre12.g533700	g4706	g10986	JG24_g12062	Mal24_g4925
11230	Cre12.g533750	g4707	g10985	JG24_g12063	Mal24_g4924
11231	Cre12.g533800	g4708	g10984	JG24_g12064	Mal24_g4923
11232	Cre12.g533850	g4709		JG24_g12065	Mal24_g4922
11233	Cre12.g533950	g4714	g10981	JG24_g12067	Mal24_g4920
11234	Cre12.g534000	g887	g13271	JG24_g18091	Mal24_g13595
11235	Cre12.g534050	g4715	g10980	JG24_g12068	Mal24_g4918
11236	Cre12.g534100	g4716	g10979	JG24_g12069	Mal24_g4917
11237	Cre12.g534151			JG24_g12072	
11238	Cre12.g534200	g4719	g10974	JG24_g12073	Mal24_g4913
11239	Cre12.g534250	g4720	g10973	JG24_g12074	Mal24_g4912
11240	Cre12.g534300			JG24_g12075	Mal24_g4911
11241	Cre12.g534302		g10971	JG24_g12076	Mal24_g4910
11242	Cre12.g534350	g4722	g10970	JG24_g12077	Mal24_g4909
11243	Cre12.g534400	g4723		JG24_g12078	Mal24_g4908
11244	Cre12.g534450	g4724	g10968	JG24_g12079	
11245	Cre12.g534500	g4725	g10967	JG24_g12080	Mal24_g4907
11246	Cre12.g534550	g4728	g10966	JG24_g12081	Mal24_g4906
11247	Cre12.g534600	g4729	g10965	JG24_g12082	Mal24_g4905
11248	Cre12.g534650	g4730	g10964	JG24_g12083	Mal24_g4904
11249	Cre12.g534700	g4731	g10963	JG24_g12084	Mal24_g4903
11250	Cre12.g534750	g4732	g10962	JG24_g12087	Mal24_g4902
11251	Cre12.g534800	g4733	g10961	JG24_g12090	Mal24_g4901
11252	Cre12.g534945				Mal24_g5028
11253	Cre12.g535050	g4735	g10959	JG24_g12092	Mal24_g4899
11254	Cre12.g535100		g10958	JG24_g12093	Mal24_g4898
11255	Cre12.g535150	g4737	g10957	JG24_g12094	Mal24_g4895
11256	Cre12.g535250	g4739	g10955	JG24_g12096	Mal24_g4893
11257	Cre12.g535300	g4740	g10954	JG24_g12097	Mal24_g4892
11258	Cre12.g535350	g4741	g10953	JG24_g12098	Mal24_g4891
11259	Cre12.g535400	g4742	g10952	JG24_g12099	Mal24_g4890
11260	Cre12.g535400	g4742	g10952	JG24_g17938	Mal24_g4890
11261	Cre12.g535450	g4755	g10951		Mal24_g4889
11262	Cre12.g535500	g4756	g10950	JG24_g12101	
11263	Cre12.g535550	g4757	g10949	JG24_g12102	Mal24_g4886
11264	Cre12.g535600	g4758	g10948	JG24_g12103	
